index	set	item	*item	rarity	lvl	* Laz / comments	* Laz / positioning	lvl req	chrtransform	invtransform	invfile	flippyfile	* Laz / str	* Laz / dex	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	*eol
MRVizjun's Science	se39	95@ 	95@ 	30	115		168	100	lblu	lblu				552	so0		so0	5	5000		pr133	0	3	3	pr388	76	76	76	pr87	0	40	40	pr84	0	20	20	pr122	0	3	4	pr183	0	31	40	pr172	0	21	30	pr10	0	31	50	pr294	0	11	20																																									0
MRCrane's Reach	se40	@42 	@42 	30	115		169	100	dred	dred			893		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr218	0	11	15	pr8	0	31	50	pr41	0	10	10	pr269	0	-15	-15	pr58	0	200	200																																																	0
MRSnake's Battle Chant	se40	@32 	@32 	30	115		170	100	dred	dred			909		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr217	0	11	15	pr7	0	31	50	pr356	0	31	40	pr359	0	31	40	pr11	0	333	333	pr208	0	5	5																																													0
MRWolf's Fang	se40	@55 	@55 	30	115		171	100	dred	dred			685		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr216	0	11	15	pr9	0	31	50	pr66	0	3	6	pr267	0	-15	-15	pr13	0	333	333																																																	0
MRBear's Warding	se40	@14 	@14 	30	115		172	100	dred	dred			941		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr215	0	11	15	pr10	0	31	50	pr221	0	11	15	pr222	0	11	15	pr71	0	1	2	pr208	0	11	15																																													0
MRThe Coming Storm	se40	!55 	!55 	30	115		173	100	dred	dred			1060		so0		so0	5	5000		pr133	0	6	6	pr387	102	102	102	pr29	0	251	300	pr140	0	200	400	pr126	461	25	43	pr135	0	1	1500	pr98	0	150	150	pr479	147	50	1	pr126	600	2	13																																									0
MRRockslide	se41	@37 	@37 	10	115		174	100	lblu	dgry			861		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr108	0	6	10	pr9	0	41	50	pr57	0	25	25	pr222	0	11	15	pr126	612	1	33																																																	0
MRRavine	se41	@54 	@54 	30	115		175	100	lblu	dgry			677		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr7	0	81	100	pr33	0	31	50	pr223	0	31	50	pr71	0	2	3	pr4	0	5	5	pr198	766	100	32																																													0
MRAvalanche	se41	@15 	@15 	15	115		176	100	lblu	dgry			961		so0		so0	5	5000		pr133	0	6	6	pr5	0	251	300	pr9	0	41	50	pr35	0	31	50	pr222	0	11	15	pr71	0	1	2	pr225	125	500	500	pr220	0	11	15																																													0
MRSnowstorm	se41	2@7 	2@7 	30	115		177	100	lblu	cblu			828		so0		so0	5	5000		pr133	0	6	6	pr387	76	76	76	pr29	0	251	300	pr140	0	200	400	pr137	50	1500	2500	pr126	1008	10	35	pr35	0	31	50	pr71	0	2	2																																													0
MREruption	se41	7@8 	7@8 	30	115		178	100	lblu	cred			904		so0		so0	5	5000		pr133	0	6	6	pr387	76	76	76	pr29	0	251	300	pr140	0	200	400	pr134	0	1500	2500	pr126	809	10	35	pr31	0	31	50	pr71	0	2	2																																													0
MRHunter's Trackless Step	se42	@39 	@39 	30	115		179	100	dgrn	dgrn			739		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr78	0	15	15	pr63	0	350	350	pr9	0	21	40	pr33	0	31	40	pr108	0	5	5	pr4	0	5	5																																													0
MRHunter's Trophy	se42	@56 	@56 	30	115		180	100	dgrn	dgrn			692		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr81	0	20	20	pr84	0	20	20	pr7	0	31	50	pr192	0	101	150	pr31	0	31	40	pr39	0	31	40																																													0
MRHunter's Skin	se42	@02 	@02 	30	115		181	100	dgrn	dgrn			711		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr78	0	30	30	pr71	0	1	2	pr8	0	31	50	pr35	0	31	40	pr7	0	31	50	pr6	0	41	50																																													0
MRHunter's Camouflage	se42	35! 	35! 	30	115		182	100	dgrn	dgrn			828		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr16	0	1	1	pr66	0	11	13	pr7	0	31	50	pr266	0	5	5	pr2	0	500	500	pr9	0	31	50																																													0
MRHunter's Claw Fist	se42	51@ 	51@ 	30	115		183	100	dgrn	dgrn			778		so0		so0	5	5000		pr133	0	6	6	pr387	51	51	51	pr29	0	251	300	pr140	0	150	400	pr197	531	5	23	pr7	0	51	75	pr108	0	11	15	pr114	0	11	15																																													0
MRThe Defender	se43	@31 	@31 	30	115		184	100	oran	oran			852		so0		so0	5	5000		pr133	0	2	2	pr5	0	251	300	pr267	0	21	25	pr382	0	5	8	pr217	0	11	15	pr81	0	15	15	pr33	0	41	50	pr223	0	31	40																																													0
MRThe Protector	se43	@53 	@53 	30	115		185	100	oran	oran			670		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr269	0	41	50	pr302	0	31	50	pr218	0	21	25	pr35	0	41	50	pr222	0	21	25	pr71	0	3	4																																													0
MRThe Guardian	se43	@05 	@05 	30	115		186	100	oran	oran			768		so0		so0	5	5000		pr133	0	6	6	pr5	0	251	300	pr269	0	31	40	pr289	0	1	1	pr215	0	21	25	pr31	0	41	50	pr39	0	41	50	pr71	0	2	2																																													0
MRDestiny	se43	42! 	42! 	30	115		187	100	oran	oran			1182		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr267	0	41	50	pr12	0	25	25	pr62	0	31	50	pr292	0	11	15	pr282	0	2	2	pr71	0	3	3	pr261	0	2	2																																									0
MRSacred Charge	se43	!34 	!34 	30	115		188	100	oran	oran			880		so0		so0	5	5000		pr133	0	6	6	pr387	76	76	76	pr29	0	251	300	pr140	0	250	400	pr215	0	11	15	pr57	0	40	40	pr84	0	60	60	pr218	0	11	15																																													0
MRNature's Grasp	se44	@36 	@36 	20	115		189	100	dgrn	dgrn			816		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr140	0	25	50	pr7	0	31	40	pr9	0	31	40	pr59	0	21	30	pr75	0	-30	-30																																																	0
MRNature's Embrace	se44	@29 	@29 	15	115		190	100	dgrn	dgrn			736		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr33	0	31	50	pr35	0	31	50	pr121	0	1	1	pr14	0	10	10																																																					0
MRNature's Vigil	se44	@49 	@49 	30	115		191	100	dgrn	dgrn			675		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr121	0	2	3	pr66	0	11	14	pr215	0	21	25	pr218	0	21	25	pr31	0	31	50	pr39	0	31	50																																													0
MRNature's Will	se44	@12 	@12 	15	115		192	100	dgrn	dgrn			903		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr140	0	50	75	pr57	0	25	25	pr121	0	1	1	pr81	0	25	25	pr108	0	5	5	pr78	0	25	25																																													0
MRNature's Wrath	se44	8@4 	8@4 	30	115		193	100	dgrn	dgrn				948	so0		so0	5	5000		pr133	0	6	6	pr387	76	76	76	pr29	0	251	300	pr28	0	601	800	pr57	0	50	50	pr134	0	1000	2000	pr137	50	1000	2000	pr375	32	32	32	pr7	0	31	50																																									0
MREmerald Growth2	se45	@35 	@35 	30	200		194	100	cgrn	cgrn			772		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr84	0	20	20	pr53	0	81	100	pr39	0	21	30	pr88	0	11	15	pr9	0	21	25	pr8	0	21	25																																													0
MREmerald Sky2	se45	@48 	@48 	30	200		195	100	cgrn	cgrn			668		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr204	800	9	9	pr266	0	5	5	pr33	0	31	40	pr7	0	31	50	pr121	0	3	4	pr222	0	11	15																																													0
MREmerald Cloud2	se45	@06 	@06 	30	200		196	100	cgrn	cgrn			788		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr81	0	25	25	pr35	0	31	50	pr10	0	31	40	pr121	0	1	2	pr78	0	25	25	pr53	0	81	100																																													0
MREmerald Earth2	se45	@43 	@43 	30	200		197	100	cgrn	cgrn				791	so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr87	0	20	20	pr31	0	31	40	pr16	0	1	1	pr121	0	1	1	pr295	0	11	15	pr222	0	11	15	pr75	0	-40	-40																																									0
MREmerald Flower2	se45	25@ 	25@ 	30	200		198	100	cgrn	cgrn			565		so0		so0	5	5000		pr133	0	3	3	pr387	51	51	51	pr121	0	2	2	pr186	0	31	40	pr87	0	40	40	pr7	0	41	50	pr8	0	41	50	pr10	0	41	50																																													0
MRLone Wolf's Track	se46	@41 	@41 	30	115		199	100	oran	oran			842		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr75	0	-20	-20	pr87	0	20	20	pr9	0	21	40	pr31	0	31	50	pr35	0	31	50	pr358	0	6	10																																													0
MRLone Wolf's Claws	se46	@34 	@34 	30	115		200	100	oran	oran			727		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr81	0	20	20	pr217	0	11	15	pr31	0	21	25	pr35	0	21	25	pr335	0	11	20	pr75	0	-20	-20																																													0
MRLone Wolf's Gaze	se46	@51 	@51 	30	115		201	100	oran	oran			688		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr218	0	11	15	pr35	0	31	40	pr31	0	31	40	pr358	0	11	20	pr291	0	21	40	pr87	0	20	20																																													0
MRLone Wolf's Fur	se46	@13 	@13 	30	115		202	100	oran	oran			922		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr75	0	-40	-40	pr7	0	31	50	pr81	0	20	20	pr9	0	31	50	pr335	0	21	25	pr226	0	150	150																																													0
MRLone Wolf's Maul	se46	!62 	!62 	30	115		203	100	oran	oran			722		so0		so0	5	5000		pr133	0	4	4	pr387	25	25	25	pr291	0	101	150	pr121	0	8	10	pr335	0	31	50	pr87	0	50	50	pr10	0	66	66	pr3	0	51	60																																													0
MRScosglen's Legends2	se47	@36 	@36 	30	200		204	100	lblu	lblu			816		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr7	0	31	40	pr10	0	31	40	pr8	0	31	40	pr87	0	20	20	pr57	0	20	20	pr75	0	-20	-20																																													0
MRScosglen's History2	se47	@28 	@28 	30	200		205	100	lblu	lblu			679		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr121	0	1	1	pr269	0	21	25	pr186	0	11	15	pr8	0	21	30	pr9	0	21	30	pr7	0	21	30																																													0
MRScosglen's Tales2	se47	@50 	@50 	30	200		206	100	lblu	lblu			681		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr7	0	21	40	pr8	0	21	40	pr81	0	50	50	pr267	0	31	50	pr121	0	1	1	pr9	0	21	40																																													0
MRScosglen's Fables2	se47	@10 	@10 	30	200		207	100	lblu	lblu			864		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr75	0	-20	-20	pr140	0	50	150	pr186	0	31	40	pr292	0	11	15	pr138	128	512	1024	pr121	0	2	2	pr75	0	-20	-20																																									0
MRScosglen's Myths2	se47	3@3 	3@3 	30	200		208	100	lblu	lblu				872	so0		so0	5	5000		pr133	0	6	6	pr387	76	76	76	pr29	0	201	250	pr75	0	-40	-40	pr140	0	200	400	pr96	0	101	150	pr127	492	20	4	pr108	0	5	5																																													0
MRRathma's Chase	se48	@40 	@40 	30	115		209	100	blac	blac			791		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr78	0	30	30	pr63	0	151	200	pr108	0	5	5	pr222	0	11	15	pr182	346	10	1	pr35	0	31	50																																													0
MRRathma's Trap	se48	@31 	@31 	30	115		210	100	blac	blac			852		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr66	0	3	5	pr65	0	3	5	pr190	0	21	25	pr212	0	150	150	pr31	0	31	50																																																	0
MRRathma's Death Gaze	se48	@16 	@16 	30	115		211	100	blac	blac			685		so0		so0	5	5000		pr133	0	4	4	pr0	0	500	500	pr7	0	31	50	pr69	0	1	2	pr28	0	31	50	pr81	0	20	20	pr41	0	11	15																																																	0
MRRathma's Skeleton	se48	@15 	@15 	30	115		212	100	blac	blac			961		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr75	0	-20	-20	pr69	0	1	2	pr81	0	40	40	pr78	0	20	20	pr4	0	5	5	pr33	0	31	50																																													0
MRRathma's Tyranny	se48	!21 	!21 	30	115		213	100	blac	blac			768		so0		so0	5	5000		pr133	0	6	6	pr387	102	102	102	pr29	0	251	300	pr140	0	250	350	pr57	0	40	40	pr197	817	50	9	pr114	0	21	25	pr7	0	51	70	pr478	146	25	1																																									0
MRTowerlord's Bombards	se49	@35 	@35 	30	200		214	100	dgry	lgry			772		so0		so0	5	5000		pr133	0	4	4	pr7	0	21	40	pr69	0	1	1	pr57	0	20	20	pr87	0	20	20	pr31	0	31	40	pr183	0	21	25	pr75	0	-33	-33																																													0
MRTowerlord's Gargoyle	se49	@45 	@45 	30	200		215	100	dgry	lgry			810		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr8	0	21	40	pr207	0	21	25	pr87	0	20	20	pr33	0	31	40	pr66	0	9	12	pr75	0	-33	-33																																													0
MRTowerlord's Spire	se49	@09 	@09 	30	200		216	100	dgry	lgry			845		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr8	0	31	60	pr69	0	1	2	pr207	0	21	25	pr87	0	40	40	pr35	0	31	40	pr75	0	-33	-33																																													0
MRTowerlord's Bell	se49	@66 	@66 	30	200		217	100	dgry	lgry			668		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr8	0	31	60	pr7	0	31	60	pr69	0	2	4	pr207	0	21	25	pr39	0	31	40	pr75	0	-33	-33																																													0
MRTowerlord's Weathercock	se49	!83 	!83 	30	200		218	100	dgry	lgry				806	so0		so0	5	5000		pr133	0	3	3	pr388	76	76	76	pr29	0	251	300	pr140	0	200	300	pr75	0	-33	-33	pr57	0	60	60	pr87	0	30	30	pr207	0	21	40																																													0
MRAchilios' Stealth	se50	@39 	@39 	30	115		219	100	dgrn	dgrn			739		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr78	0	20	20	pr223	0	11	15	pr28	0	41	50	pr209	0	5	5	pr75	0	-20	-20	pr7	0	31	40																																													0
MRAchilios' Knuckledusters	se50	@33 	@33 	30	115		220	100	dgrn	dgrn			682		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr108	0	5	5	pr28	0	41	50	pr69	0	1	1	pr75	0	-25	-25	pr117	798	10	10	pr7	0	31	40																																													0
MRAchilios' Eagle Eye	se50	@18 	@18 	30	115		221	100	dgrn	dgrn			775		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr75	0	-20	-20	pr57	0	20	20	pr218	0	21	40	pr81	0	10	10	pr3	0	11	20	pr117	917	10	10																																													0
MRAchilios' Refuge	se50	@04 	@04 	30	115		222	100	dgrn	dgrn			749		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr78	0	20	20	pr7	0	31	50	pr8	0	31	50	pr96	0	51	100	pr223	0	21	30	pr69	0	1	2																																													0
MRAchilios' Sledgehammer	se50	4@D 	4@D 	30	115		223	100	dgrn	dgrn			367		so0		so0	5	5000		pr133	0	6	6	pr387	76	76	76	pr29	0	251	300	pr204	385	12	12	pr108	0	11	15	pr140	0	200	400	pr114	0	21	25	pr215	0	21	25	pr326	0	10	10																																									0
MRHeaven In Sight	se51	@41 	@41 	30	115		224	100	dred	dred			842		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr219	0	5	5	pr78	0	25	25	pr87	0	10	10	pr269	0	11	20	pr384	0	25	25	pr75	0	-40	-40																																													0
MRTill We Have	se51	@29 	@29 	30	115		225	100	dred	dred			736		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr267	0	11	20	pr41	0	21	25	pr87	0	10	10	pr59	0	21	25	pr384	0	25	25																																																	0
MRThrough Death's Veil	se51	@21 	@21 	30	115		226	100	dred	dred			909		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr75	0	-45	-45	pr69	0	1	2	pr12	0	25	25	pr58	0	101	200	pr384	0	40	40	pr75	0	-21	-25																																													0
MRLend Me Thy Light	se51	@06 	@06 	30	115		227	100	dred	dred			788		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr69	0	1	2	pr190	0	31	50	pr285	0	2	2	pr11	0	500	500	pr73	0	2	2	pr384	0	50	50																																													0
MRArchangel Dark Angel	se51	!69 	!69 	30	115		228	100	dred	dred			827		so0		so0	5	5000		pr133	0	6	6	pr387	25	25	25	pr69	0	8	10	pr269	0	21	40	pr87	0	50	50	pr41	0	31	40	pr141	320	320	320	pr292	0	11	15																																													0
MRCinadide's Bender	se52	@37 	@37 	30	115		229	100	dgld	dgld			861		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr57	0	20	20	pr126	311	5	34	pr59	0	31	50	pr7	0	31	50	pr81	0	40	40	pr136	0	250	500																																													0
MRCinadide's Anvil	se52	@32 	@32 	30	115		230	100	dgld	dgld			909		so0		so0	5	5000		pr133	0	2	2	pr5	0	251	300	pr75	0	-50	-50	pr215	0	21	25	pr68	0	1	1	pr140	0	50	100	pr221	0	11	15	pr136	0	250	500																																													0
MRCinadide's Bellows	se52	49! 	49! 	30	115		231	100	blac	dgld			545		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr7	0	41	60	pr223	0	31	50	pr57	0	40	40	pr81	0	20	20	pr126	154	10	44	pr140	0	100	200																																													0
MRCinadide's Forge	se52	@15 	@15 	30	115		232	100	dgld	dgld			961		so0		so0	5	5000		pr133	0	6	6	pr5	0	251	300	pr75	0	-25	-25	pr68	0	1	2	pr28	0	100	100	pr222	0	31	40	pr108	0	11	15	pr126	453	15	20																																													0
MRCinadide's Malus	se52	6@C 	6@C 	30	115		233	100	dgld	dgld			744		so0		so0	5	5000		pr133	0	6	6	pr387	102	102	102	pr29	0	251	300	pr140	0	300	500	pr41	0	31	40	pr108	0	21	25	pr474	84	5	1																																																	0
MRHadriel's Presence	se53	@42 	@42 	30	115		234	100	lgld	lgld			893		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr41	0	21	25	pr75	0	-20	-20	pr183	0	11	15	pr206	0	11	15	pr84	0	10	10	pr75	0	-25	-25	pr185	0	11	15																																									0
MRHadriel's Courage	se53	@17 	@17 	30	115		235	100	lgld	lgld			730		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr41	0	21	30	pr217	0	11	15	pr3	0	11	15	pr213	0	11	15	pr75	0	-25	-25																																																	0
MRHadriel's Wings	se53	@05 	@05 	30	115		236	100	lgld	lgld			768		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr183	0	21	40	pr78	0	40	40	pr87	0	30	30	pr291	0	31	50	pr68	0	1	2	pr75	0	-20	-20	pr185	0	21	40																																									0
MRHadriel's Pure Heart	se53	@61 	@61 	30	115		237	100	lgld	lgld			671		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr68	0	2	3	pr87	0	20	20	pr84	0	20	20	pr206	0	31	40	pr7	0	31	50	pr75	0	-20	-20	pr185	0	31	40																																									0
MRHadriel's Avenger	se53	3@A 	3@A 	30	115		238	100	lgld	lgld			861		so0		so0	5	5000		pr133	0	3	3	pr387	76	76	76	pr75	0	-50	-50	pr87	0	20	20	pr183	0	31	50	pr206	0	31	50	pr68	0	2	4	pr192	0	31	50	pr110	0	31	50																																									0
MRMalthael's Stride	se54	@40 	@40 	30	115		239	100	dblu	dblu			791		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr78	0	30	30	pr183	0	21	25	pr267	0	11	20	pr68	0	1	1	pr126	469	5	14	pr57	0	10	10																																													0
MRMalthael's Ward	se54	@28 	@28 	30	115		240	100	dblu	dblu			679		so0		so0	5	5000		pr133	0	2	2	pr269	0	21	25	pr222	0	11	20	pr68	0	1	1	pr221	0	3	5	pr7	0	21	40	pr75	0	-20	-20	pr185	0	21	25	pr360	0	1	1																																									0
MRMalthael's Crown	se54	56! 	56! 	30	115		241	100	dblu	dblu			581		so0		so0	5	5000		pr133	0	4	4	pr5	0	251	300	pr68	0	1	3	pr356	0	21	40	pr171	0	11	15	pr173	0	11	15	pr215	0	16	20	pr217	0	16	20	pr96	0	201	250																																									0
MRMalthael's Halo	se54	@11 	@11 	30	115		242	100	dblu	dblu			884		so0		so0	5	5000		pr133	0	6	6	pr5	0	251	300	pr68	0	2	3	pr183	0	21	25	pr185	0	21	25	pr31	0	31	50	pr35	0	31	50	pr75	0	-40	-40																																													0
MRMalthael's Wrath	se54	!90 	!90 	30	115		243	100	dblu	dblu			771		so0		so0	5	5000		pr133	0	6	6	pr387	102	102	102	pr335	0	31	40	pr186	0	20	20	pr68	0	3	5	pr57	0	75	75	pr108	0	11	15	pr474	84	5	1																																													0
MRImperius' Winged Feet	se55	@38 	@38 	30	115		244	100	dpur	dpur			688		so0		so0	5	5000		pr133	0	4	4	pr78	0	40	40	pr87	0	20	20	pr68	0	1	1	pr291	0	21	25	pr63	0	250	250	pr75	0	-40	-40																																																	0
MRImperius' Crusade	se55	@68 	@68 	30	115		245	100	dpur	dpur					so0		so0	5	5000		pr133	0	4	4	pr215	0	11	15	pr68	0	1	2	pr31	0	21	30	pr0	0	400	400	pr217	0	11	15	pr73	0	2	2	pr35	0	21	30																																													0
MRImperius' Aura	se55	@08 	@08 	30	115		246	100	dpur	dpur			826		so0		so0	5	5000		pr133	0	6	6	pr41	0	31	50	pr68	0	1	2	pr184	0	21	25	pr186	0	21	25	pr87	0	25	25	pr75	0	-40	-40	pr33	0	21	30																																													0
MRImperius' Radiance	se55	@57 	@57 	30	115		247	100	dpur	dpur			656		so0		so0	5	5000		pr133	0	4	4	pr87	0	30	30	pr184	0	21	30	pr186	0	21	30	pr16	0	1	1	pr84	0	15	15	pr219	0	16	20	pr75	0	-40	-40																																													0
MRImperius' Sky Hammer	se55	32@ 	32@ 	30	115		248	100	dpur	dpur				741	so0		so0	5	5000		pr133	0	6	6	pr388	51	51	51	pr291	0	41	50	pr68	0	3	5	pr184	0	31	40	pr206	0	31	40	pr186	0	31	40	pr75	0	-50	-50	pr117	805	5	5																																									0
MRWarmage's Wake2	se56	@42 	@42 	30	200		249	100	lred	lred			893		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr75	0	-20	-20	pr78	0	40	40	pr190	0	21	30	pr108	0	5	5	pr221	0	31	40	pr73	0	2	2																																													0
MRWarmage's Conjuration2	se56	@34 	@34 	30	200		250	100	lred	lred			727		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr87	0	20	20	pr57	0	20	20	pr70	0	1	2	pr10	0	31	40	pr8	0	31	40	pr96	0	101	150	pr7	0	31	40																																									0
MRWarmage's Breath2	se56	@19 	@19 	30	200		251	100	lred	lred			820		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr182	406	20	5	pr183	0	21	25	pr70	0	1	2	pr7	0	31	50	pr8	0	31	50	pr73	0	2	2	pr117	1592	10	10																																									0
MRWarmage's Flameshroud2	se56	1@J 	1@J 	30	200		252	100	dgld	lred			941		so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr140	0	150	200	pr183	0	31	50	pr70	0	2	3	pr31	0	100	100	pr258	0	25	25	pr75	0	-40	-40	pr8	0	51	60																																									0
MRWarmage's Fireblade2	se56	!5! 	!5! 	30	200		253	100	lred	lred				497	so0		so0	5	5000		pr133	0	6	6	pr388	76	76	76	pr374	760	100	1	pr29	0	251	300	pr140	0	200	400	pr57	0	50	50	pr126	518	33	19	pr126	134	50	35	pr75	0	-33	-33																																									0
MRZann Esu's Rune Loop	se57	@30 	@30 	30	115		254	100	lblu	lblu			794		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr75	0	-50	-50	pr216	0	11	15	pr292	0	6	10	pr70	0	1	2	pr0	0	300	300	pr328	0	150	150																																													0
MRZann Esu's Mysteries	se57	@70 	@70 	30	115		255	100	lblu	lblu					so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr7	0	31	40	pr10	0	31	40	pr173	0	11	15	pr267	0	31	40	pr209	0	11	15	pr302	0	51	100																																													0
MRZann Esu's Robes	se57	5@H 	5@H 	30	115		256	100	dgrn	lblu				749	so0		so0	5	5000		pr133	0	6	6	pr5	0	201	250	pr210	0	2	2	pr70	0	2	2	pr250	24	24	24	pr49	0	10	10	pr269	0	51	70	pr3	0	41	50	pr87	0	50	50																																									0
MRZann Esu's Binding Circle	se57	@23 	@23 	30	115		257	100	lblu	lblu			695	749	so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr75	0	-50	-50	pr216	0	21	30	pr269	0	11	20	pr70	0	1	2	pr87	0	15	15	pr128	1008	5	12																																													0
MRZann Esu's Charm	se57	84@ 	84@ 	30	115		258	100	lblu	lblu				584	so0		so0	5	5000		pr133	0	3	3	pr388	51	51	51	pr70	0	3	4	pr173	0	31	40	pr87	0	30	30	pr7	0	31	40	pr267	0	41	60	pr11	0	315	315	pr36	0	5	5																																									0
MRElemental Trance	se58	@39 	@39 	30	115		259	100	dgry	dgry			739		so0		so0	5	5000		pr133	0	4	4	pr5	0	101	150	pr78	0	15	15	pr217	0	11	15	pr87	0	5	5	pr172	0	11	15	pr81	0	40	40	pr70	0	1	1	pr75	0	-50	-50																																									0
MRElemental Spirit	se58	@33 	@33 	30	115		260	100	dgry	dgry			682		so0		so0	5	5000		pr133	0	4	4	pr5	0	101	150	pr78	0	10	10	pr291	0	31	40	pr184	0	11	20	pr12	0	21	40	pr7	0	31	40	pr9	0	31	40	pr75	0	-50	-50																																									0
MRElemental Clash	se58	@67 	@67 	30	115		261	100	dgry	dgry					so0		so0	5	5000		pr133	0	4	4	pr5	0	101	150	pr105	0	250	250	pr291	0	31	40	pr87	0	20	20	pr70	0	1	2	pr7	0	51	75	pr10	0	51	75	pr33	0	31	50																																									0
MRElemental Fury	se58	3@I 	3@I 	30	115		262	100	blac	dgry			826		so0		so0	5	5000		pr133	0	6	6	pr5	0	101	150	pr204	999	17	17	pr217	0	21	30	pr70	0	4	5	pr75	0	-15	-15	pr41	0	21	30	pr184	0	31	50	pr266	0	10	10																																									0
MRElemental Storm	se58	54@ 	54@ 	30	115		263	100	dgry	dgry				657	so0		so0	5	5000		pr133	0	4	4	pr388	25	25	25	pr291	0	151	200	pr70	0	8	10	pr12	0	21	30	pr339	0	40	40	pr190	0	41	50	pr75	0	-50	-50																																													0
MRPentad	se59	@31 	@31 	30	115		264	100	lgrn	lgrn			852		so0		so0	5	5000		pr133	0	2	2	pr5	0	201	250	pr78	0	40	40	pr63	0	250	250	pr81	0	20	20	pr174	0	11	15	pr70	0	1	1	pr53	0	31	50	pr75	0	-20	-20																																									0
MRTetrad	se59	@35 	@35 	30	115		265	100	lgrn	lgrn			772		so0		so0	5	5000		pr133	0	4	4	pr5	0	201	250	pr10	0	31	40	pr81	0	30	30	pr222	0	31	40	pr291	0	21	25	pr7	0	31	40	pr75	0	-40	-40																																													0
