Missile	Id	* Laz / status	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoMultiShot	Holy	*Laz / Slow	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
ml307	307		29		1																	25	firewall frequency	7	screen shake seconds																																	350										null	1024	2	16											1											1	1		1																8																																					1			so0	so0	so0										ml310	ml308	ml312					0
ml308	308		27		1																	4	retarget frame																															8	8			50		8		255	178	64			1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1										1						1								8																																				32	1			so0	so0	so0										ml309							0
ml309	309		5		1																																																					25		5	4	255	178	64				groundFireSmall	1024	37	16		1	12	36					1		1						1										1						1								8																																				32	1			so0	so0	so0																	0
ml310	310		5		1																																																					25		5	4	255	178	64				groundFireMedium	1024	37	16		1	12	36					1		1						1										1						1								8																																				32	1			so450	so0	so451										ml311							0
ml311	311		1		1																	-30	z offset	6	z vel max	3	z accel																															15				192	128	128				AndarielFlameDeath	1024	15	16																						1	1		1								1								8																																					1			so450	so0	so0																	0
ml312	312		1	19	1																	200	fall distance	25	fall speed																																	8										CeilingChunkFall01	1024	1	16																						1	1		1																8																																					1			so0	so0	so0										ml314			ml315	ml319			0
ml313	313		1	19	1																	200	fall distance	25	fall speed																																	8										CeilingChunkFall02	1024	1	16																						1	1		1																8																																					1			so0	so0	so0													ml315	ml319			0
ml314	314		1	19	1																	200	fall distance	25	fall speed																																	8										CeilingChunkFall03	1024	1	16																						1	1		1																8																																					1			so0	so0	so0													ml315	ml319			0
ml315	315		1		1																																																					11										CeilingChunkVanish01	1024	11	16																						1	1		1																8																																					1			so453	so0	so0																	0
ml316	316		1		1																																																					11										CeilingChunkVanish02	1024	11	16																						1	1		1																8																																					1			so453	so0	so0																	0
ml317	317		11		1																																																					11										CeilingChunkRemain01	1024	11	16																						1	1		1																8																																					1			so453	so0	so0																	0
ml318	318		11		1																																																					11										CeilingChunkRemain02	1024	11	16																						1	1		1																8																																					1			so453	so0	so0																	0
ml319	319		11		1																																																					11										CeilingChunkRemain03	1024	11	16																						1	1		1																8																																					1			so453	so0	so0																	0
ml320	320		8		1																	3	Subloops																															32	32			40		8		178	178	255	1		2	null	1024	2	16					3			1		1							2										1		1	1			1						4		8		128																ltng																		64	1			so433	so0	so0										ml99							0
ml321	321		1		1																																																	8	64		1	92		4		64	255	64	16			poisonNova	1024	30	16					3	1		1	1	1							1										1		1	1			1						4																				pois	6	6	6	6	6	6	16	6	6	6	6	6		800					32			so2595	so0	so0																	0
ml322	322		2																																																							128				255	255	255				SandMaggotDirtPile	1024	1	16								1									1										1														8																																					8			so0	so0	so0																	0
ml323	323		1		1																																																	20	20			40		9		255	255	255	1		1	SkullPoison	1024	12	16					3	1		1		1							1										1		1	1			1						4																				pois	4	6	6	6	6	6	6	6	6	6	6	6		350					16			so438	so0	so0																	0
ml324	324		1		1																																																	20	20			40		9		255	255	255	1		1	SkullFire	1024	12	16					3	1		1		1							1										1		1	1			1						4		8																		fire	5	12	12	12	12	12	12	12	12	12	12	12							8			so426	so2419	so0																	0
ml325	325		1		1																																																	20	20			40		9		255	255	255	1		1	SkullIce	1024	12	16					3	1		1		1							1										1		1	1			1						4		8																		cold	5	12	12	12	12	12	12	12	12	12	12	12		40					16			so430	so2430	so0																	0
ml326	326		1		1																																																	20	20			40		9		255	255	255	1		1	SkullUnholy	1024	12	16					3	1		1		1							1										1		1	1			1						4		8					4	9	9	9	9	9	8	9	9	9	9	9																					16			so438	so0	so0																	0
ml327	327		1		1																																																					12				255	255	255				BoneSpiritExplode	1024	13	16																									1		1						1																																													1			so0	so0	so0																	0
ml328	328		1		1																																																					25				255	255	255				DopplezonExplode	1024	25	16																									1		1						1																																													1			so0	so0	so0																	0
ml329	329		7	13	7	10				5	Retarget Frame											5	Retarget Frame																															12	12			128		3		255	255	255	1		1	BoneSpirit	1024	8	16					3	1				1						-30	1					1					1		1	1			1						4		8																		mag	10	9	9	9	9	9	15	9	9	9	9	9							8			so419	so2384	so0		ml327															0
ml330	330		1		1																																																					128	1			255	255	255				Mist_fade	1024	14	16																											1						1								8																																					1			so0	so0	so0																	0
ml331	331		5		5																																																					1000	1	5		255	178	64			1	groundFireBig	1024	37	16		1	12	36	3												1										1						1								5																		fire	30	40	150	150	150	150	50	40	170	170	170	170							1		41	so2577	so0	so0																	0
ml332	332		30		18	33				150	start delay	2	spawn interval divisor	5	radius							150	start delay	2	spawn interval divisor																																	400	1	15		192	192	255				null	1024	2	16																						1					1						1								8																																					1			so0	so0	so0										ml292							0
ml333	333		1		1																																																					22				255	255	255				meteorlavaburst	1024	11	16																											1														8																																					1			so0	so0	so0																	0
ml334	334		1		1																																																					22				255	255	255				meteorlavaburst2	1024	11	16																											1						1								8																																					1			so0	so0	so0																	0
ml335	335		1		1																																																					50				255	255	255			1	meteorlavaup	1024	9	16																											1						1								8																																					1			so0	so0	so0																	0
ml336	336		1	36	1	13																												5	radius	1	length (does nothing)					5	radius	25	variable duration	75	density											225		5		255	255	255			1	meteorlavadown	1024	9	16																						1					1					1	1						9		8																		fire	5	5	5	5	5	5	15	5	5	5	5	5							1			so0	so0	so0													ml69	ml104	ml105		0
ml337	337		1		1																																																					225		5		255	255	255			1	meteorlavarock	1024	9	16																											1														8																																					1			so0	so0	so0																	0
ml338	338		31		1																																																					440				255	255	255			1	HoradricStaff	1024	8	16																											1						1								8																																					1			so39	so0	so0																	0
ml339	339		1		1																																																	20	20			30		3		255	255	255			1	LightningStrike	1024	8	16																											1						1								8																																				64	32			so433	so0	so0																	0
ml340	340		1		1																																																					225		2		255	255	255			1	HoradricLightBeamstreaks	1024	1	16																											1						1								8																																					32			so40	so0	so0																	0
ml341	341		1	1	1	1																												8	damage radius							8	explosions radius	1	explosions density									20	20			100		4		255	64	64	1		1	SlugMissile	1024	12	16					3	1		1		1							1					1					1		1	1			1						5	2	8																		fire	1000	1000	1000	1000	1000	1000	2000	2000	2000	2000	2000	2000						176	8	1		so1953	so2419	so0		ml342											ml265				0
ml342	342		1		1																																																					12		13		255	64	64				Slug Missile Explode	1024	12	16						1		1									1						1		1					1			1						4		8																																					1	1		so0	so0	so0																	0
ml343	343		1		1																																																	20	20			15		1		255	64	64				HighPriestLightning	1024	9	16					3			1		1							1					1					1		1				1						4		8																		ltng	8	12	12	12	12	12	30	14	14	14	14	14							8			so433	so0	so0																	0
ml344	344		1		1																																																					150				255	255	255			2	null	1024	2	16																											1						1								8																																					4			so0	so0	so0																	0
ml345	345		1		1																																																					150				255	255	255			2	null	1024	2	16																											1						1								8																																					4			so0	so0	so0																	0
ml346	346		1		1																																																					2										null	1024	2	16					3					1							2										1					1							8		8																																					1			so0	so0	so0																	0
ml347	347		32		19																																																					400		15		255	255	255				null	1024	2	16					3																	1					1														8																																					1			so0	so0	so0																	0
ml348	348		1	37	1																																																					21										HandOfGod	1024	21	16					3																	1					1						1								8																																					1			so2379	so0	so0																	0
ml349	349		1		1																																																	12	12			50				255	255	255			1	HolyBoltMissile	1024	16	16					3		1			1							1										1					1	1						8		8																																					1			so42	so0	so0																	0
ml350	350		33		1																																																					300				255	255	255			1	null	1024	2	16																											1														8																																					1			so0	so0	so0																	0
ml351	351		1	38	1																																																					12		4		255	255	255			1	yellowBallGlowIntro	1024	12	16																						1					1						1								8																																					1			so46	so0	so0																	0
ml352	352		34		1																																																	12	12			300				255	255	255			1	yellowBallGlow2	1024	10	16																											1						1								8																																					1			so49	so0	so0																	0
ml353	353		35		1																																																					100				255	255	255			1	null	1024	2	16																											1														8																																					1			so0	so0	so0																	0
ml354	354		1	39	1																																																	6	6			20				255	255	255				QueenDeathGuts	1024	11	16																						1	1		1																8																																					4			so1673	so0	so0																	0
ml355	355		11		1																																																					50				255	255	255				QueenDeathPuddle	1024	5	16																											1														8																																					4			so1678	so0	so0																	0
ml356	356		11		1																																																					50				255	255	255				QueenDeathPuddle2	1024	5	16																											1														8																																					4			so1678	so0	so0																	0
ml357	357		1	40	1																																																	14	14			30		2		222	222	255	1		1	HolyBoltMissile	1024	16	16					3	1	1			1							1										1						1								8																																					1			so0	so0	so0																	0
ml358	358		1		1																																																					50										null	1024	2	16																						1					1														8																																					1			so0	so0	so0		ml359															0
ml359	359		1		1																																																					1024										smithholebirth	1024	21	16																						1	1		1																8																																					1			so0	so0	so0		ml360															0
ml360	360		1		1																																																					9216									1	smithholeneutral	1024	21	16																						1	1		1																8																																					1			so0	so0	so0		ml361															0
ml361	361		1		1																																																					1024										smithholedeath	1024	21	16																						1	1		1																8																																					1			so0	so0	so0		ml362															0
ml362	362		11		1																																																					400									1	smithholedead	1024	1	16																						1	1		1																8																																					1			so0	so0	so0																	0
ml363	363		36		1																																																					400									1	null	1024	2	16																											1														8																																					1			so0	so0	so0																	0
ml364	364		1	41	1																																																					40									1	Rock_large	1024	5	16																						1					1														8																																					4			so0	so453	so0																	0
ml365	365		1		1																																																	12	12			40									1	Rock_small	1024	5	16																						1					1														8																																					4			so0	so0	so0																	0
ml366	366		1		1																																																					25										FireSmoke	1024	26	16																						1					1						1								8																																					4			so0	so0	so0																	0
ml367	367		1		1																																																					12				255	255	255				MephistoMissileExplosion	1024	12	16																											1						1																																													1			so0	so0	so0																	0
ml368	368		25		1	35																10	dest radius	3	init radius	1	frequency																											2	2			400		2		255	125	125			1	null	1024	2	16																	1					1	1		1								1								8																																					1			so669	so0	so0										ml369							0
ml369	369		1		1																																																	3	3			50		2		255	125	125			1	mist_Fade_Orb_Loop	1024	14	16																						1	1		1								1								8																																					1			so669	so0	so0		ml370															0
ml370	370		1		1																																																	3	3			15		2		255	125	125				mist_Fade_Orb	1024	14	16																											1						1								8																																					1			so0	so0	so0																	0
ml371	371		1		1																																																	24	24			40				255	255	255				Pilum	1024	1	16					3	1		1		1							1				1						1		1	1									4		8		128																																		6	32			so259	so0	so0																	0
ml372	372		37		1																																																					300				255	255	255				null	1024	1	16																											1																																																			1			so0	so0	so0																	0
ml373	373		38		1																																																					200		8		255	255	255				null	1024	1	16																						1	1		1								1																																													1			so0	so0	so0																	0
ml374	374		39	42	1																																																	6	6			16				255	255	255			1	SoulForgeShard	1024	47	16		1	8	30																		1	1		1								1																																													1			so0	so31	so0																	0
ml375	375		39	43	1																																																					25				255	255	255			1	SoulForgeShard	1024	47	16		1	8	30																		1	1		1								1																																													1			so0	so31	so0																	0
ml376	376		40		1																																																					10				255	255	255			1	SoulForgeShard	1024	47	16		1	8	30																		1	1		1								1																																													1			so0	so31	so0																	0
ml377	377		41		1																																																	8	4			55				255	255	255			1	SoulForgeRisingSoul	1024	33	16		1	8	19																		1	1		1								1																																													1			so36	so0	so0																	0
ml378	378		1		1																																																									255	255	255				null	1024	1	16																						1	1		1								1																																													1			so0	so0	so0																	0
ml379	379		42		1					25	Lightning Start	150	Lightning Stop																																													200				255	255	255				null	1024	1	16																											1																																																			1			so0	so0	so0																	0
ml380	380		1		1																																																	4	4			50		2		255	255	255				IzualDeathClouds	1024	16	16																	1					1	1		1								1								8																																					1			so1210	so0	so0		ml381															0
ml381	381		1		1																																																					15				255	255	255				null	1024	1	16																											1						1								8																																					1			so0	so0	so0																	0
ml382	382		1		1																																																	3	3			50		2		255	255	255				IzualDeathParticles	1024	25	16					3		1			1							1										1					1	1						8		8																																					1			so0	so0	so0																	0
ml383	383		1		1																																																	3	3			50				255	255	255				null	1024	1	16					3		1			1							1										1					1	1						8		8																																					1			so0	so0	so0																	0
ml384	384		1		1																	280	drop height	70	drop speed																																	9		10		255	255	255			1	LightningboltBig	1024	8	16					3					1							3					1					1		1	1			1						4																																							1			so2255	so0	so0																	0
ml385	385		1	44	1	36																																																12	12			50				255	255	255	1		1	expansion\FireTraumaMissile	1024	20	16					6			1									1					1	1		1																8																																					1			so0	so0	so0						ml386							ml386				0
ml386	386		1		1	3																													radius (0 = aurarng calc from skill)																							5				255	255	255				expansion\FireTraumaGround	1024	1	16					6	1		1		1	1						1					1	1		1				1	1									5	2	8																																					1			so0	so0	so0		ml387															0
ml387	387		1		1																																																					20		5		255	178	64				expansion\FireTraumaXplosion	1024	20	16					3		1										1										1		1	1		1	1						5	2	8																																					1			so2413	so0	so0																	0
ml388	388		1	44	1	36																																																12	12			50				255	255	255	1			expansion\caltrops	1024	8	16		1		7	6			1									1					1	1		1																8																																					32			so0	so0	so0						ml389							ml389				0
ml389	389		1		1																																																					90		3		255	255	255			1	Expansion\ShockField	1024	10	16	1				3				1	1	1	1	25				2										1				1		1								8																																					8			so2323	so0	so0																	0
ml390	390		1		1																																																	24	24			100	50			255	255	255	1		1	expansion\ThrowingStarMissile	1024	7	16		1	4	7	3	1		1		1							1										1		1	1			1						4		8																																					32			so0	so0	so0																	0
ml391	391		1		1					60	frames that acid lasts																																											12	12			6	2			255	255	255	1		1	frogpoisonmissile	1024	7	16					3	1		1		1							1					1					1		1	1			1						4		8																																					16			so0	so0	so0																	0
ml392	392		43		20	37																																																				10	5			255	255	255	1			null	1024	2	16					3							1	25				3				1						1			1			1						4		8			1																																		1			so589	so0	so0																	0
ml393	393		44		21																																																					100				255	255	255	1		1	BigheadLightningMissile	1024	3	16								1									1										1						1																																													1			so0	so0	so0			ml394							ml394							0
ml394	394		45		1																	36	spawn rate	1	number	6	radius																															10	5			255	255	255	1		1	null	1024	2	16					3												3										1						1																																													1			so0	so0	so0										ml395							0
ml395	395		1		1																																																					25				255	255	255				FireSmoke	1024	26	16								1									1										1			1			1						4		8																																					4			so0	so0	so0																	0
ml396	396		1		1																																																					11				255	255	255	1			ExpArrowExplode	1024	11	16					3					1							3										1			1			1						4		8																																					1			so0	so0	so0																	0
ml397	397		1		1																																																					11				255	255	255	1			ExpArrowExplode	1024	11	16					3					1							3										1			1			1						4		8																																					1			so0	so0	so0																	0
ml398	398		1		1					8	Mana Use, 16ths.	16	Minimum range																																									20	20			80				255	178	64	1			Flamethrower	1024	15	16					3					1							1										1		1				1					sk222																																							32	1			so2433	so0	so0																	0
ml399	399		1		1					8	Mana Use, 16ths.	16	Minimum range																																									20	20			80				255	178	64	1			Flamethrower2	1024	15	16					3					1							1										1		1				1					sk222																																							32	1			so2433	so0	so0																	0
ml400	400		1		1																																																					25				255	255	255	2		2	null	1024	2	16					6	1				1							1										1		1	1			1					sk49	4																																							1			so0	so0	so0																	0
ml401	401		1																																																							5				255	255	255	2		2	expansion\lightningpiece	1024	1	16					6	1		1		1							1										1						1					sk49																																								8			so433	so0	so0																	0
ml402	402		1																																																							25				255	255	255	2		2	null	1024	2	16					6	1				1							1										1		1	1			1					sk49	4																																							1			so433	so0	so0																	0
ml403	403		1																																																							5				255	255	255	2		2	expansion\lightningpiece	1024	1	16					6	1		1		1							1										1						1					sk49																																								8			so433	so0	so0																	0
ml404	404		1		1	1																												5	damage radius																			18	18			50				255	178	64	1		1	expansion\ImpFireball	1024	20	16					6			1									1					1					1		1	1		1	1						5	2	8																		fire	15	5	10	15	15	15	35	5	10	15	15	15							1			so1187	so2419	so0		ml405															0
ml405	405		1																																																							12				255	178	64				ExpArrowExplode	1024	11	16						1	1										1						1		1				1	1			1						5	2	8																																					1			so0	so0	so0																	0
ml406	406		43																																																							10				255	255	255			1	BigheadLightningMissile	1024	3	16								1									1										1						1								8																																					1			so0	so0	so0																	0
ml407	407		1	46	1	38																												4	Charged bolts	2	Charged bolts per level					4	Charged bolts	2	Charged bolts per level													25		5		143	143	255	5		1	BigheadLightningMissile	1024	3	16					6			1			1						1					1	1		1								1								8																																					1			so0	so2255	so0						ml408							ml408				0
ml408	408		1	10	1																																																	12	12			20		3	4	255	255	255	1		1	ChargedBolt	1024	10	16		1	2	8	3	1	1			1							1										1		1	1			1					sk38	4																				ltng	9	4	3	3	3	3	14	4	3	3	3	3							16			so2400	so0	so0	ol1																0
ml409	409		1		1	39																																																				12				255	178	64				ExpArrowExplode	1024	11	16						1	1										1						1		1				1	1			1						4		8																																					1			so0	so0	so0																	0
ml410	410		43																																																							50				255	255	255	1			Meteor	1024	12	16								1									1										1														8																																					1			so0	so0	so0																	0
ml411	411		1	47	1	40																													spikes (0 = skill)		spikes per lvl						spikes (0 = skill)		spikes per lvl													25				255	255	255	1			Meteor	1024	12	16		1		7	6			1									1					1					1														8																																					1			so0	so2419	so0						ml412							ml412	ml29			0
ml412	412		1	44	1	36																																																12	12			50				255	255	255	1			expansion\FireSpikes	1024	8	16		1		7	6			1									1					1	1		1																8																																					32			so0	so0	so0						ml413							ml413				0
ml413	413		1		1																																																					180				255	255	255			1	expansion\FireSpikesGround	1024	8	16					1	1	1		1	1	1						1					1					1														8																		fire	10	1	1	1	1	1	21	1	1	1	1	1							32			so0	so0	so0		ml414															0
ml414	414		1																																																							36				255	255	255				expansion\FireSpikeExplode	1024	14	16					1		1										1					1	1		1				1				1								8																																					1			so0	so2413	so0																	0
ml415	415		43		1																																																					50				255	255	255	1		1	IceOrb	1024	16	16								1									1										1						1								8																																					1			so0	so0	so0																	0
ml416	416		1	48	1	1																3	damage radius																																			25		5		143	143	255	5		1	IceOrb	1024	16	16					6			1			1						1					1	1		1								1								8																		cold	8	5	5	5	5	5	14	5	5	5	5	5		100	25	25	25		1			so2424	so2430	so0																	0
ml417	417		1	31	1																																																	6	6			15				255	255	255				IceBreakLarge	1024	15	16					6			1			1						1					1	1		1					1			1						4		8																																					1			so0	so0	so0																	0
ml418	418		43		1																																																					50				255	255	255			1	expansion\catapultpoisonbomb	1024	10	16								1									1										1						1								8																																					1			so0	so0	so0																	0
ml419	419		1	2	1	2																												2	ring 2 density	2	ring 1 density	3	subloops			2	ring 2 density	2	ring 1 density	3	subloops											25		5		143	143	255			1	expansion\catapultpoisonbomb	1024	10	16					6			1			1						1					1	1		1								1								8																																					1			so259	so1673	so0						ml420							ml420				0
ml420	420		4		1					2	Slow drift speed, fourths.	4	Fast drift speed, fourths.									24	spawn rate	1	number	6	radius																															80				128	255	128			1	PoisonSparks	1024	31	16		1	10	19	3			1			1						2					1					1						1								3																		pois	8	1	1	1	1	1	13	1	1	1	1	1		600					1			so0	so0	so0										ml141							0
ml421	421		43		1																																																					50				255	255	255	1			Meteor	1024	12	16								1									1										1						1								8																																					1			so0	so0	so0																	0
ml422	422		1	50	1	14																												1	increment							10	# rocks	15	lob velocity													25		5		143	143	255	5		1	Meteor	1024	12	16					6			1			1						1					1	1		1								1						5	2	8																		fire	10	2	2	2	2	2	11	2	2	2	2	2							1			so0	so2419	so0						ml423							ml456	ml423			0
ml423	423		5		5																																																					90	25	5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	3				1		1						2										1						1								4																		fire	7	2	1	1	1	1	16	2	1	1	1	1						32	1		41	so0	so0	so0																	0
ml424	424		11																																																							1				255	255	255				expansion\TowerDebris	1024	1	16																											1														8																																					1			so0	so0	so0																	0
ml425	425		1		1	43																																																12	12			100	25	5		255	178	64	4		1	expansion\overseer_missile	1024	8	16					3	1	1	1		1							1										1						1					sk231			8																																					8			so1428	so2381	so0	ol26																0
ml426	426		1		1																																																					13				255	178	64				CorpseExplodeGuts	1024	13	16								1									1						1		1				1												8																																					4	1		so0	so0	so0																	0
ml427	427		1		1																																																					13				255	178	64				Fsexplode	1024	15	16								1									1						1		1				1				1								8																																					16			so0	so0	so0																	0
ml428	428		1		1																																																					13				255	178	64				FreezeExplodeCenter	1024	15	16								1									1						1		1				1				1								8																																					1			so0	so0	so0																	0
ml429	429		1		1	44																												2	damage radius																			24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1					1		1	1				1					4	2	8		128																fire	8						16											6	32			so0	so0	so0		ml430															0
ml430	430		1		1																																																	25	25			12		15		255	178	64				ExpArrowExplode	1024	11	16								1									1						1		1					1			1						5	2	8																																					1			so0	so0	so0																	0
ml431	431		46	51	22	45				3	subloops											3	subloops											10	bolts	1	random path					10	bolts	1	random path									24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1					1		1	1				1					4		8		128																																		6	32			so0	so0	so0		ml433	ml432			ml433				ml432			ml433				0
ml432	432		1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1										1		1	1			1						4																																						64	16			so0	so0	so0																	0
ml433	433		1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1										1		1	1			1						5	2																																					64	16			so0	so0	so0																	0
ml434	434		1		1	44																												1	damage radius																			24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1					1		1	1				1							8		128																																		6	32			so0	so0	so0		ml435															0
ml435	435		1		1																																																					16		11		81	81	255				IceArrowExplode	1024	16	16						1		1									1						1		1					1			1						5	2	8																																					1			so0	so0	so0																	0
ml436	436		1	2	1	2																												1	ring 2 density	2	ring 1 density	3	subloops			1	ring 2 density	2	ring 1 density	3	subloops							24	24			40				255	255	255	1			Javelin	1024	1	16					3	1		1		1							1				1	1					1		1	1				1							8		128																																		6	32			so0	so0	so0		ml437				ml437							ml437				0
ml437	437		4		1																	24	spawn rate	1	number	6	radius																												15			25				255	255	255				PoisonSmokePuff	1024	26	16								1	1								1										1			1			1						5	2	8																																					4			so0	so0	so0										ml141							0
ml438	438		46	51	22	45				3	subloops											3	subloops											18	bolts	1	random path					18	bolts	1	random path									24	24			40				255	255	255	1			Javelin	1024	1	16					3			1		1							1				1						1		1	1				1							8		128																																		6	32			so0	so0	so0		ml440	ml439			ml440				ml439			ml440				0
ml439	439		1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3			1		1							1										1		1	1			1						4																																						64	16			so0	so0	so0																	0
ml440	440		1		1																																																	12	12			20		3	4	255	255	255	2		1	ChargedBolt	1024	10	16		1	2	8	3			1		1							1										1		1	1			1						5	2																																					64	16			so0	so0	so0																	0
ml441	441		68		23	1				3	subloops											3	subloops											3	damage radius																			18	18			50		10		255	178	64	1		1	Fireball	1024	5	16					3	1		1		1							1										1		1	1			1						4																				fire																			16			so0	so0	so0			ml443														0
ml442	442		1		1																																																					12		13		255	178	64				FireArrowExplode2	1024	12	16	5					1		1									1						1		1					1			1						4		8																																					1			so0	so0	so0																	0
ml443	443		1		1																																																					36		5	4	255	178	64			1	groundFiresmall	1024	37	16		1	12	36	3						1						1										1		1	1			1						4																																						32	1			so0	so0	so0																	0
ml444	444		1		1																																																	30	30			25		6		255	255	255			1	LightningJavelin	1024	5	16					3	1		1		1							2										1		1	1			1	1					4																																						64	16			so0	so0	so0																	0
ml445	445		1		1																																																					13										null	1024	2	16																							1		1								1								8																																					1			so0	so0	so0																	0
ml446	446		1		1																																																					36		5		255	178	64				expansion\FireSpikeExplode	1024	14	16					3		1										1										1		1				1								8																																					1			so0	so0	so0																	0
ml447	447		1		1																																																					60									1	MeteorTail	1024	12	16						1		1																			1						1								8																																					1			so0	so0	so0																	0
ml448	448		1		1																																																					12				255	255	255				BoneSpiritExplode	1024	13	16																											1						1																																													1			so0	so0	so0																	0
ml449	449		1		1																																																					25				255	255	255				DopplezonExplode	1024	25	16																											1						1																																													1			so0	so0	so0																	0
ml450	450		1		1																																																	12	12			98		3	4	255	255	255	1		1	ChargedBolt	1024	10	16		1	2	8	3	1				1							1										1		1	1			1						4																				ltng	10	3	3	3	3	3	20	3	3	3	3	3							16			so2400	so0	so0																	0
ml451	451		1		1																																																	1	15			14				255	255	255				expansion\impteleport	768	13	16								1									1										1						1								8																																					1			so0	so0	so0																	0
ml452	452		47	52	6	47				10	explosion radius											4	no light freq											12	radius (0 = skill)	1	increment					10	# rocks	15	lob velocity									4	4			100				255	178	64			1	expansion\MoltenBoulderRoll	1024	10	16					8	1				1							2					1					1		1	1		1							5	2	8																		fire	1000	1000	1000	1000	1000	1000	2000	2000	2000	2000	2000	2000						32	8			so2331	so0	so2416			ml455			ml455				ml69	ml104	ml105	ml454	ml456	ml455		0
ml453	453		1	53	1	48				8	explosion radius																															2	bounces	50	damping	10	lob							3	3			5				255	178	64	5			expansion\MoltenBoulderEmerge	1024	6	16					8			1		1							2					1					1					1																																													32	8			so2327	so0	so0						ml452							ml452				0
ml454	454		1																																																							13				255	178	64				null	1024	1	16																	2					1	1		1				1																																																32	1			so2328	so0	so0																	0
ml455	455		5		5																																																					37		5		255	178	64			1	groundFireSmall	1024	37	16		1	12	36	8				1								2										1						1								2																		fire	10	6	7	8	9	10	14	6	7	8	9	10	skill('sk0'.blvl)*8					32	1		41	so2576	so0	so0																	0
ml456	456		1																																																							16				255	178	64			1	expansion\MoltenFragmentD	1024	16	16					8			1		1							1					1					1																																																		32	8			so353	so0	so0																	0
ml457	457		5		1																																																					15		5	4	255	178	64			1	groundFiresmall	1024	37	16		1	12	36	3												2										1				1		1																																												32	1		41	so2576	so0	so0																	0
ml458	458		6		23																	4	no light freq																															8	8			40				255	255	255			1	expansion\FirestormEmitter	1024	16	16					8			1		1							2										1						1																																													1			so2576	so0	so0			ml457							ml457	ml104	ml105					0
ml459	459		1		1					8	Mana Use, 16ths.	7	Minimum range																																									12	12			30				255	255	255	1			expansion\ArcticBlastIce	1024	16	16					3			1									1										1		1	1			1						4																																						32	16		41	so2326	so0	so0																	0
ml460	460		1		1					8	Mana Use, 16ths.	7	Minimum range																																									12	12			30				255	255	255	1			expansion\ArcticBlastIce_2	1024	16	16					3			1									1										1		1	1			1						4																																						32	16		41	so2326	so0	so0																	0
ml461	461		48		25																																																					80				255	255	255			1	null	1024	2	16								1		1	1						1		1														1																																													1			so0	so0	so0			ml462							ml462	ml464						0
