Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	* Laz / temp	* Laz / temp2	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl8	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Eastern Sorceror	Fire-Normal	100	15	359	3	1	90	252	merca222	merca241	1000	1	7240	192	14480	384	350	35	390	40	416	24	1143	36	5	33	39	4	138	6	swor	shie	fire	10	sk920	7	80		8	24	sk924	7	10		3		sk468	7	30		5	0	sk119	7	60		15	24	sk928	7	20		21	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	15	252	merca222	merca241	1500	1	1152	64	2304	128	350	35	148	40	160	24	15	12		1	7	4	25	7	swor	shie	cold	10	sk451	7	80		9	24	sk914	7	45		5	16	sk539	7	10		3	0	sk917	7	60		16	24	sk648	7	5		4	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	49	252	merca222	merca241	1500	1	3360	136	6720	272	350	35	276	40	296	24	423	24	3	18	24	4	85	7	swor	shie	cold	10	sk451	7	80		9	24	sk914	7	45		5	16	sk539	7	10		3	0	sk917	7	60		16	24	sk648	7	5		4	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	90	252	merca222	merca241	1500	1	7240	192	14480	384	350	35	390	40	416	24	1143	36	5	33	39	4	138	4	swor	shie	cold	10	sk451	7	80		9	24	sk914	7	45		5	16	sk539	7	10		3	0	sk917	7	60		16	24	sk648	7	5		4	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	15	252	merca222	merca241	1000	1	1152	64	2304	128	350	35	148	40	160	24	15	12		1	7	4	25	7	swor	shie	ltng	10	sk461	7	100		9	24	sk563	7	25		5	16	sk936	7	10		2	8	sk916	7	60		11	24	sk932	7	10		9		sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	49	252	merca222	merca241	1000	1	3360	136	6720	272	350	35	276	40	296	24	423	24	3	18	24	4	85	7	swor	shie	ltng	10	sk461	7	100		9	24	sk563	7	25		5	16	sk936	7	10		2	8	sk916	7	60		11	24	sk932	7	10		9		sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	90	252	merca222	merca241	1000	1	7240	192	14480	384	350	35	390	40	416	24	1143	36	5	33	39	4	138	4	swor	shie	ltng	10	sk461	7	100		9	24	sk563	7	25		5	16	sk936	7	10		2	8	sk916	7	60		11	24	sk932	7	10		9		sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	49	252	merca222	merca241	9500	1	3016	136	6032	272	350	35	264	40	280	24	381	24	3	16	22	4	82	7	swor	shie	fire	10	sk920	7	80		8	24	sk924	7	10		3		sk468	7	30		5	0	sk119	7	60		15	24	sk928	7	20		21	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	90	252	merca222	merca241	9500	1	6904	192	13808	384	350	35	378	40	400	24	1101	36	5	31	37	4	135	4	swor	shie	fire	10	sk920	7	80		8	24	sk924	7	10		3		sk468	7	30		5	0	sk119	7	60		15	24	sk928	7	20		21	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	49	252	merca222	merca241	12000	1	3016	136	6032	272	350	35	264	40	280	24	381	24	3	16	22	4	82	7	swor	shie	cold	10	sk451	7	80		9	24	sk914	7	45		5	16	sk539	7	10		3	0	sk917	7	60		16	24	sk648	7	5		4	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	90	252	merca222	merca241	12000	1	6904	192	13808	384	350	35	378	40	400	24	1101	36	5	31	37	4	135	4	swor	shie	cold	10	sk451	7	80		9	24	sk914	7	45		5	16	sk539	7	10		3	0	sk917	7	60		16	24	sk648	7	5		4	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	49	252	merca222	merca241	10000	1	3016	136	6032	272	350	35	264	40	280	24	381	24	3	16	22	4	82	7	swor	shie	ltng	10	sk461	7	100		9	24	sk563	7	25		5	16	sk936	7	10		2	8	sk916	7	60		11	24	sk932	7	10		9		sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	90	252	merca222	merca241	10000	1	6904	192	13808	384	350	35	378	40	400	24	1101	36	5	31	37	4	135	4	swor	shie	ltng	10	sk461	7	100		9	24	sk563	7	25		5	16	sk936	7	10		2	8	sk916	7	60		11	24	sk932	7	10		9		sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Fire-Hell	100	21	359	3	3	90	252	merca222	merca241	21000	1	6208	192	12416	384	350	35	366	40	384	24	991	36	5	29	35	4	132	4	swor	shie	fire	10	sk920	7	80		8	24	sk924	7	10		3		sk468	7	30		5	0	sk119	7	60		15	24	sk928	7	20		21	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Cold-Hell	100	22	359	3	3	90	252	merca222	merca241	27000	1	6208	192	12416	384	350	35	366	40	384	24	991	36	5	29	35	4	132	4	swor	shie	cold	10	sk451	7	80		9	24	sk914	7	45		5	16	sk539	7	10		3	0	sk917	7	60		16	24	sk648	7	5		4	16	sk909	7	1000		1		2	2	2	1
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	90	252	merca222	merca241	21000	1	6208	192	12416	384	350	35	366	40	384	24	991	36	5	29	36	4	132	4	swor	shie	ltng	10	sk461	7	100		9	24	sk563	7	25		5	16	sk936	7	10		2	8	sk916	7	60		11	24	sk932	7	10		9		sk909	7	1000		1		2	2	2	1
Barbarian	1hs-Normal		24	561	5	1	38	515	MercX101	MercX167	9000	1	1554	72	4	5	600	60	608	92	190	30	150	17	1	8	10	6	56	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal		24	561	5	1	52	515	MercX101	MercX167	9000	1	2616	114	6	7	600	60	768	92	244	30	388	27	1	13	15	8	81	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal		24	561	5	1	85	515	MercX101	MercX167	9000	1	6360	186	15	16	600	60	1140	92	370	30	1279	37	1	30	32	8	139	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal		25	561	5	1	38	515	MercX101	MercX167	9000	1	1554	72	4	5	600	60	608	92	190	30	150	17	1	8	10	6	56	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal		25	561	5	1	52	515	MercX101	MercX167	9000	1	2616	114	6	7	600	60	768	92	244	30	388	27	1	13	15	8	81	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal		25	561	5	1	85	515	MercX101	MercX167	9000	1	6360	186	15	16	600	60	1140	92	370	30	1279	37	1	30	32	8	139	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare		26	561	5	2	52	515	MercX101	MercX167	18000	1	2352	114	6	7	600	60	752	92	228	30	349	27	4	12	14	8	78	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare		26	561	5	2	85	515	MercX101	MercX167	18000	1	6096	186	14	15	600	60	1124	92	354	30	1240	37	4	29	31	8	136	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare		27	561	5	2	52	515	MercX101	MercX167	18000	1	2352	114	6	7	600	60	752	92	228	30	349	27	4	12	14	8	78	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare		27	561	5	2	85	515	MercX101	MercX167	18000	1	6096	186	14	15	600	60	1124	92	354	30	1240	37	4	29	31	8	136	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Hell		28	561	5	3	85	515	MercX101	MercX167	32000	1	5484	186	14	15	600	60	1104	92	340	30	1116	37	6	28	30	8	133	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Hell		29	561	5	3	85	515	MercX101	MercX167	32000	1	5484	186	14	15	600	60	1104	92	340	30	1116	37	6	28	30	8	133	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal	100	24	561	5	1	38	515	MercX101	MercX167	9000	1	1554	102	4	5	600	60	608	92	190	30	150	20	1	8	10	6	56	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal	100	24	561	5	1	68	515	MercX101	MercX167	9000	1	4470	144	9	10	600	60	948	92	304	30	750	35	1	19	21	8	109	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal	100	24	561	5	1	90	515	MercX101	MercX167	9000	1	7674	246	15	16	600	60	1200	92	388	30	1520	45	1	30	32	8	148	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal	100	25	561	5	1	38	515	MercX101	MercX167	9000	1	1554	102	4	5	600	60	608	92	190	30	150	20	1	8	10	6	56	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal	100	25	561	5	1	68	515	MercX101	MercX167	9000	1	4470	144	9	10	600	60	948	92	304	30	750	35	1	19	21	8	109	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Normal	100	25	561	5	1	90	515	MercX101	MercX167	9000	1	7674	246	15	16	600	60	1200	92	388	30	1520	45	1	30	32	8	148	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare	100	26	561	5	2	68	515	MercX101	MercX167	18000	1	4026	144	9	10	600	60	932	92	288	30	675	35	4	18	20	8	106	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare	100	26	561	5	2	90	515	MercX101	MercX167	18000	1	7230	246	14	15	600	60	1184	92	372	30	1445	45	4	29	31	8	145	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare	100	27	561	5	2	68	515	MercX101	MercX167	18000	1	4026	144	9	10	600	60	932	92	288	30	675	35	4	18	20	8	106	7	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Nightmare	100	27	561	5	2	90	515	MercX101	MercX167	18000	1	7230	246	14	15	600	60	1184	92	372	30	1445	45	4	29	31	8	145	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Hell	100	28	561	5	3	90	515	MercX101	MercX167	32000	1	6510	246	14	15	600	60	1164	92	358	30	1301	45	6	28	30	8	142	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
Barbarian	1hs-Hell	100	29	561	5	3	90	515	MercX101	MercX167	32000	1	6510	246	14	15	600	60	1164	92	358	30	1301	45	6	28	30	8	142	4	swor			5	sk993	5	145		9	6	sk353	5	10		8		sk513	5	10		5	0	sk892	5	30		5		sk937	5	5		5		sk910	5	1000		1					
