Name	version	spawnable	rare	level	maxlevel	levelreq	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
sockAjav	100	1	1	1					8	403	pr388	76	76	76	pr133		1	3					1		ajav												
sockAjav	100	1	1	1					7	404	pr388	76	76	76	pr133		1	4					1		ajav												
sockAjav	100	1	1	1					6	405	pr388	76	76	76	pr133		1	5					1		ajav												
sockAjav	100	1	1	1					5	406	pr388	76	76	76	pr133		1	6					1		ajav												
sockAjav	100	1	1	1					10	401	pr388	76	76	76									1		ajav												
sockAjav	100	1	1	1					11	402	pr388	76	76	76									1		ajav												
sockAjav	100	1	1	1					12	403	pr388	76	76	76									1		ajav												
sockAjav	100	1	1	1					13	404	pr388	76	76	76									1		ajav												
sockAjav	100	1	1	1					14	405	pr388	76	76	76									1		ajav												
sockAjav	100	1	1	1					15	406	pr388	76	76	76									1		ajav												
sockAjav	100	1	1	1					10	401	pr388	102	102	102	pr478	146	25	1	pr133		1	1	1		aspe												
sockAjav	100	1	1	1					9	402	pr388	102	102	102	pr478	146	25	1	pr133		1	2	1		aspe												
sockAjav	100	1	1	1					8	403	pr388	102	102	102	pr478	146	25	1	pr133		1	3	1		aspe												
sockAjav	100	1	1	1					7	404	pr388	102	102	102	pr478	146	25	1	pr133		1	4	1		aspe												
sockAjav	100	1	1	1					6	405	pr388	102	102	102	pr478	146	25	1	pr133		1	5	1		aspe												
sockAjav	100	1	1	1					5	406	pr388	102	102	102	pr478	146	25	1	pr133		1	6	1		aspe												
sockAjav	100	1	1	1					10	401	pr388	102	102	102	pr478	146	25	1					1		aspe												
sockAjav	100	1	1	1					11	402	pr388	102	102	102	pr478	146	25	1					1		aspe												
sockAjav	100	1	1	1					12	403	pr388	102	102	102	pr478	146	25	1					1		aspe												
sockAjav	100	1	1	1					13	404	pr388	102	102	102	pr478	146	25	1					1		aspe												
sockAjav	100	1	1	1					14	405	pr388	102	102	102	pr478	146	25	1					1		aspe												
sockAjav	100	1	1	1					15	406	pr388	102	102	102	pr478	146	25	1					1		aspe												
sockScyh	100	1	1	1					10	401	pr388	76	76	76	pr133		1	1					1		scyh							nscy	nagi				
sockScyh	100	1	1	1					9	402	pr388	76	76	76	pr133		1	2					1		scyh							nscy	nagi				
sockScyh	100	1	1	1					8	403	pr388	76	76	76	pr133		1	3					1		scyh							nscy	nagi				
sockScyh	100	1	1	1					7	404	pr388	76	76	76	pr133		1	4					1		scyh							nscy	nagi				
sockScyh	100	1	1	1					6	405	pr388	76	76	76	pr133		1	5					1		scyh							nscy	nagi				
sockScyh	100	1	1	1					5	406	pr388	76	76	76	pr133		1	6					1		scyh							nscy	nagi				
sockScyh	100	1	1	1					10	401	pr388	76	76	76									1		scyh							nscy	nagi				
sockScyh	100	1	1	1					11	402	pr388	76	76	76									1		scyh							nscy	nagi				
sockScyh	100	1	1	1					12	403	pr388	76	76	76									1		scyh							nscy	nagi				
sockScyh	100	1	1	1					13	404	pr388	76	76	76									1		scyh							nscy	nagi				
sockScyh	100	1	1	1					14	405	pr388	76	76	76									1		scyh							nscy	nagi				
sockScyh	100	1	1	1					15	406	pr388	76	76	76									1		scyh							nscy	nagi				
sockAbow	100	1	1	1					10	401	pr388	76	76	76	pr133		1	1					1		abow												
sockAbow	100	1	1	1					9	402	pr388	76	76	76	pr133		1	2					1		abow												
sockAbow	100	1	1	1					8	403	pr388	76	76	76	pr133		1	3					1		abow												
sockAbow	100	1	1	1					7	404	pr388	76	76	76	pr133		1	4					1		abow												
sockAbow	100	1	1	1					6	405	pr388	76	76	76	pr133		1	5					1		abow												
sockAbow	100	1	1	1					5	406	pr388	76	76	76	pr133		1	6					1		abow												
sockAbow	100	1	1	1					10	401	pr388	76	76	76									1		abow												
sockAbow	100	1	1	1					11	402	pr388	76	76	76									1		abow												
sockAbow	100	1	1	1					12	403	pr388	76	76	76									1		abow												
sockAbow	100	1	1	1					13	404	pr388	76	76	76									1		abow												
sockAbow	100	1	1	1					14	405	pr388	76	76	76									1		abow												
sockAbow	100	1	1	1					15	406	pr388	76	76	76									1		abow												
sockNagi	100	1	1	1					10	401	pr388	102	102	102	pr374	760	100	1	pr133		1	1	1		nagi												
sockNagi	100	1	1	1					9	402	pr388	102	102	102	pr374	760	100	1	pr133		1	2	1		nagi												
sockNagi	100	1	1	1					8	403	pr388	102	102	102	pr374	760	100	1	pr133		1	3	1		nagi												
sockNagi	100	1	1	1					7	404	pr388	102	102	102	pr374	760	100	1	pr133		1	4	1		nagi												
sockNagi	100	1	1	1					6	405	pr388	102	102	102	pr374	760	100	1	pr133		1	5	1		nagi												
sockNagi	100	1	1	1					5	406	pr388	102	102	102	pr374	760	100	1	pr133		1	6	1		nagi												
sockNagi	100	1	1	1					10	401	pr388	102	102	102	pr374	760	100	1					1		nagi												
sockNagi	100	1	1	1					11	402	pr388	102	102	102	pr374	760	100	1					1		nagi												
sockNagi	100	1	1	1					12	403	pr388	102	102	102	pr374	760	100	1					1		nagi												
sockNagi	100	1	1	1					13	404	pr388	102	102	102	pr374	760	100	1					1		nagi												
sockNagi	100	1	1	1					14	405	pr388	102	102	102	pr374	760	100	1					1		nagi												
sockNagi	100	1	1	1					15	406	pr388	102	102	102	pr374	760	100	1					1		nagi												
sockNscy	100	1	1	1					10	401	pr387	102	102	102	pr478	146	25	1	pr133		1	1	1		nscy												
sockNscy	100	1	1	1					9	402	pr387	102	102	102	pr478	146	25	1	pr133		1	2	1		nscy												
sockNscy	100	1	1	1					8	403	pr387	102	102	102	pr478	146	25	1	pr133		1	3	1		nscy												
sockNscy	100	1	1	1					7	404	pr387	102	102	102	pr478	146	25	1	pr133		1	4	1		nscy												
sockNscy	100	1	1	1					6	405	pr387	102	102	102	pr478	146	25	1	pr133		1	5	1		nscy												
sockNscy	100	1	1	1					5	406	pr387	102	102	102	pr478	146	25	1	pr133		1	6	1		nscy												
sockNscy	100	1	1	1					10	401	pr387	102	102	102	pr478	146	25	1					1		nscy												
sockNscy	100	1	1	1					11	402	pr387	102	102	102	pr478	146	25	1					1		nscy												
sockNscy	100	1	1	1					12	403	pr387	102	102	102	pr478	146	25	1					1		nscy												
sockNscy	100	1	1	1					13	404	pr387	102	102	102	pr478	146	25	1					1		nscy												
sockNscy	100	1	1	1					14	405	pr387	102	102	102	pr478	146	25	1					1		nscy												
sockNscy	100	1	1	1					15	406	pr387	102	102	102	pr478	146	25	1					1		nscy												
sockBaxe	100	1	1	1					10	401	pr387	76	76	76	pr133		1	1					1		baxe							2hbx					
sockBaxe	100	1	1	1					9	402	pr387	76	76	76	pr133		1	2					1		baxe							2hbx					
sockBaxe	100	1	1	1					8	403	pr387	76	76	76	pr133		1	3					1		baxe							2hbx					
sockBaxe	100	1	1	1					7	404	pr387	76	76	76	pr133		1	4					1		baxe							2hbx					
sockBaxe	100	1	1	1					6	405	pr387	76	76	76	pr133		1	5					1		baxe							2hbx					
sockBaxe	100	1	1	1					5	406	pr387	76	76	76	pr133		1	6					1		baxe							2hbx					
sockBaxe	100	1	1	1					10	401	pr387	76	76	76									1		baxe							2hbx					
sockBaxe	100	1	1	1					11	402	pr387	76	76	76									1		baxe							2hbx					
sockBaxe	100	1	1	1					12	403	pr387	76	76	76									1		baxe							2hbx					
sockBaxe	100	1	1	1					13	404	pr387	76	76	76									1		baxe							2hbx					
sockBaxe	100	1	1	1					14	405	pr387	76	76	76									1		baxe							2hbx					
sockBaxe	100	1	1	1					15	406	pr387	76	76	76									1		baxe							2hbx					
sockBaxe	100	1	1	1					10	401	pr387	102	102	102	pr479	147	50	1	pr133		1	1	1		2hbx												
sockBaxe	100	1	1	1					9	402	pr387	102	102	102	pr479	147	50	1	pr133		1	2	1		2hbx												
sockBaxe	100	1	1	1					8	403	pr387	102	102	102	pr479	147	50	1	pr133		1	3	1		2hbx												
sockBaxe	100	1	1	1					7	404	pr387	102	102	102	pr479	147	50	1	pr133		1	4	1		2hbx												
sockBaxe	100	1	1	1					6	405	pr387	102	102	102	pr479	147	50	1	pr133		1	5	1		2hbx												
sockBaxe	100	1	1	1					5	406	pr387	102	102	102	pr479	147	50	1	pr133		1	6	1		2hbx												
sockBaxe	100	1	1	1					10	401	pr387	102	102	102	pr479	147	50	1					1		2hbx												
sockBaxe	100	1	1	1					11	402	pr387	102	102	102	pr479	147	50	1					1		2hbx												
sockBaxe	100	1	1	1					12	403	pr387	102	102	102	pr479	147	50	1					1		2hbx												
sockBaxe	100	1	1	1					13	404	pr387	102	102	102	pr479	147	50	1					1		2hbx												
sockBaxe	100	1	1	1					14	405	pr387	102	102	102	pr479	147	50	1					1		2hbx												
sockBaxe	100	1	1	1					15	406	pr387	102	102	102	pr479	147	50	1					1		2hbx												
sockDstf	100	1	1	1					10	401	pr387	25	25	25	pr133		1	1					1		dstf												
sockDstf	100	1	1	1					9	402	pr387	25	25	25	pr133		1	2					1		dstf												
sockDstf	100	1	1	1					8	403	pr387	25	25	25	pr133		1	3					1		dstf												
sockDstf	100	1	1	1					7	404	pr387	25	25	25	pr133		1	4					1		dstf												
sockDstf	100	1	1	1					6	405	pr387	25	25	25	pr133		1	5					1		dstf												
sockDstf	100	1	1	1					5	406	pr387	25	25	25	pr133		1	6					1		dstf												
sockDstf	100	1	1	1					10	401	pr387	25	25	25									1		dstf												
sockDstf	100	1	1	1					11	402	pr387	25	25	25									1		dstf												
sockDstf	100	1	1	1					12	403	pr387	25	25	25									1		dstf												
sockDstf	100	1	1	1					13	404	pr387	25	25	25									1		dstf												
sockDstf	100	1	1	1					14	405	pr387	25	25	25									1		dstf												
sockDstf	100	1	1	1					15	406	pr387	25	25	25									1		dstf												
sockNstf	100	1	1	1					10	401	pr387	25	25	25	pr133		1	1					1		nstf												
sockNstf	100	1	1	1					9	402	pr387	25	25	25	pr133		1	2					1		nstf												
sockNstf	100	1	1	1					8	403	pr387	25	25	25	pr133		1	3					1		nstf												
sockNstf	100	1	1	1					7	404	pr387	25	25	25	pr133		1	4					1		nstf												
sockNstf	100	1	1	1					6	405	pr387	25	25	25	pr133		1	5					1		nstf												
sockNstf	100	1	1	1					5	406	pr387	25	25	25	pr133		1	6					1		nstf												
sockNstf	100	1	1	1					10	401	pr387	25	25	25									1		nstf												
sockNstf	100	1	1	1					11	402	pr387	25	25	25									1		nstf												
sockNstf	100	1	1	1					12	403	pr387	25	25	25									1		nstf												
sockNstf	100	1	1	1					13	404	pr387	25	25	25									1		nstf												
sockNstf	100	1	1	1					14	405	pr387	25	25	25									1		nstf												
sockNstf	100	1	1	1					15	406	pr387	25	25	25									1		nstf												
sockNknf	100	1	1	1					10	401	pr388	76	76	76	pr133		1	1					1		nknf												
sockNknf	100	1	1	1					9	402	pr388	76	76	76	pr133		1	2					1		nknf												
sockNknf	100	1	1	1					8	403	pr388	76	76	76	pr133		1	3					1		nknf												
sockNknf	100	1	1	1					7	404	pr388	76	76	76	pr133		1	4					1		nknf												
sockNknf	100	1	1	1					6	405	pr388	76	76	76	pr133		1	5					1		nknf												
sockNknf	100	1	1	1					5	406	pr388	76	76	76	pr133		1	6					1		nknf												
sockNknf	100	1	1	1					10	401	pr388	76	76	76									1		nknf												
sockNknf	100	1	1	1					11	402	pr388	76	76	76									1		nknf												
sockNknf	100	1	1	1					12	403	pr388	76	76	76									1		nknf												
sockNknf	100	1	1	1					13	404	pr388	76	76	76									1		nknf												
sockNknf	100	1	1	1					14	405	pr388	76	76	76									1		nknf												
sockNknf	100	1	1	1					15	406	pr388	76	76	76									1		nknf												
sockPspe	100	1	1	1					10	401	pr387	102	102	102	pr133		1	1	pr474	84	5	1	1		pspe												
sockPspe	100	1	1	1					9	402	pr387	102	102	102	pr133		1	2	pr474	84	5	1	1		pspe												
sockPspe	100	1	1	1					8	403	pr387	102	102	102	pr133		1	3	pr474	84	5	1	1		pspe												
sockPspe	100	1	1	1					7	404	pr387	102	102	102	pr133		1	4	pr474	84	5	1	1		pspe												
sockPspe	100	1	1	1					6	405	pr387	102	102	102	pr133		1	5	pr474	84	5	1	1		pspe												
sockPspe	100	1	1	1					5	406	pr387	102	102	102	pr133		1	6	pr474	84	5	1	1		pspe												
sockPspe	100	1	1	1					10	401	pr387	102	102	102	pr474	84	5	1					1		pspe												
sockPspe	100	1	1	1					11	402	pr387	102	102	102	pr474	84	5	1					1		pspe												
sockPspe	100	1	1	1					12	403	pr387	102	102	102	pr474	84	5	1					1		pspe												
sockPspe	100	1	1	1					13	404	pr387	102	102	102	pr474	84	5	1					1		pspe												
sockPspe	100	1	1	1					14	405	pr387	102	102	102	pr474	84	5	1					1		pspe												
sockPspe	100	1	1	1					15	406	pr387	102	102	102	pr474	84	5	1					1		pspe												
sockScrd	100	1	1	1					10	401	pr388	76	76	76	pr374	760	100	1	pr133		1	1	1		scrd												
sockScrd	100	1	1	1					9	402	pr388	76	76	76	pr374	760	100	1	pr133		1	2	1		scrd												
sockScrd	100	1	1	1					8	403	pr388	76	76	76	pr374	760	100	1	pr133		1	3	1		scrd												
sockScrd	100	1	1	1					7	404	pr388	76	76	76	pr374	760	100	1	pr133		1	4	1		scrd												
sockScrd	100	1	1	1					6	405	pr388	76	76	76	pr374	760	100	1	pr133		1	5	1		scrd												
sockScrd	100	1	1	1					5	406	pr388	76	76	76	pr374	760	100	1	pr133		1	6	1		scrd												
sockScrd	100	1	1	1					10	401	pr388	76	76	76	pr374	760	100	1					1		scrd												
sockScrd	100	1	1	1					11	402	pr388	76	76	76	pr374	760	100	1					1		scrd												
sockScrd	100	1	1	1					12	403	pr388	76	76	76	pr374	760	100	1					1		scrd												
sockScrd	100	1	1	1					13	404	pr388	76	76	76	pr374	760	100	1					1		scrd												
sockScrd	100	1	1	1					14	405	pr388	76	76	76	pr374	760	100	1					1		scrd												
sockScrd	100	1	1	1					15	406	pr388	76	76	76	pr374	760	100	1					1		scrd												
sockAmu	100	1	1	1					10	494	pr388		1	1									1		scrd												
