LevelName	TileName	Style	StartSequence	EndSequence	Cel1	Cel2	Cel3	Cel4
1 Cave	fl		12	12	126	-1	-1	-1
1 Cave	fl		14	15	126	-1	-1	-1
1 Cave	fl		23	23	126	-1	-1	-1
1 Cave	fl		27	28	126	-1	-1	-1
1 Cave	fl		31	31	126	-1	-1	-1
1 Cave	fl		1	1	128	-1	-1	-1
1 Cave	fl		7	9	128	-1	-1	-1
1 Cave	fl		11	11	128	-1	-1	-1
1 Cave	fl		18	19	128	-1	-1	-1
1 Cave	fl		24	26	128	-1	-1	-1
1 Cave	fl		29	29	128	-1	-1	-1
1 Cave	fl		30	30	129	-1	-1	-1
1 Cave	fl		32	32	125	-1	-1	-1
1 Cave	fl		36	36	135	-1	-1	-1
1 Cave	fl		34	34	136	-1	-1	-1
1 Cave	fl		6	6	130	-1	-1	-1
1 Cave	fl		10	10	133	-1	-1	-1
1 Cave	fl		11	11	134	-1	-1	-1
1 Cave	fl		12	12	132	-1	-1	-1
1 Cave	fl		20	20	130	-1	-1	-1
1 Cave	fl		16	16	131	-1	-1	-1
1 Cave	fl		17	17	130	-1	-1	-1
1 Cave	fl	2			124	-1	-1	-1
1 Cave	fl	2	1	1	120	169	171	-1
1 Cave	fl	2	2	2	121	170	172	-1
1 Cave	fl	2	3	3	122	-1	-1	-1
1 Cave	fl	2	4	4	124	-1	-1	-1
1 Cave	fl	2	5	5	120	169	171	-1
1 Cave	fl	2	6	6	124	-1	-1	-1
1 Cave	fl	2	7	7	120	169	171	-1
1 Cave	fl	2	8	8	124	-1	-1	-1
1 Cave	fl	2	9	9	120	169	171	-1
1 Cave	fl	2	10	10	124	-1	-1	-1
1 Cave	fl	2	11	11	120	169	171	-1
1 Cave	fl	2	12	12	124	-1	-1	-1
1 Cave	fl	2	13	13	120	169	171	-1
1 Cave	fl	2	14	14	124	-1	-1	-1
1 Cave	fl	2	15	15	120	169	171	-1
1 Cave	fl	2	16	19	124	-1	-1	-1
1 Cave	fl	2	20	23	121	170	172	-1
1 Cave	fl	2	24	25	124	-1	-1	-1
1 Cave	fl	2	26	27	121	170	172	-1
1 Cave	fl	2	28	30	124	-1	-1	-1
1 Cave	fl	2	31	31	123	-1	-1	-1
1 Cave	fl	2	46	46	124	-1	-1	-1
1 Cave	fl	2	47	47	120	169	171	-1
1 Cave	fl	2	49	49	124	-1	-1	-1
1 Cave	fl	2	50	50	139	-1	-1	-1
1 Cave	fl	2	51	51	140	-1	-1	-1
1 Cave	fl	2	52	52	124	-1	-1	-1
1 Cave	fl	2	53	53	139	-1	-1	-1
1 Cave	fl	2	54	54	138	-1	-1	-1
1 Cave	fl	2	55	55	121	170	172	-1
1 Cave	fl	2	56	56	137	-1	-1	-1
1 Cave	fl	2	59	59	120	169	171	-1
1 Cave	fl	2	61	61	121	170	172	-1
1 Cave	fl	2	33	34	124	-1	-1	-1
1 Cave	fl	2	36	36	124	-1	-1	-1
1 Cave	fl	2	43	43	124	-1	-1	-1
1 Cave	fl	2	38	38	145	-1	-1	-1
1 Cave	fl	2	41	41	144	-1	-1	-1
1 Cave	fl	2	40	40	142	-1	-1	-1
1 Cave	fl	2	37	37	142	-1	-1	-1
1 Cave	fl	2	44	44	141	-1	-1	-1
1 Cave	fl	2	42	42	143	-1	-1	-1
1 Cave	fl	3	17	17	141	-1	-1	-1
1 Cave	fl	3	13	13	144	-1	-1	-1
1 Cave	fl	3	4	4	142	-1	-1	-1
1 Cave	fl	3	11	11	145	-1	-1	-1
1 Cave	fl	21	1	1	174	-1	-1	-1
1 Cave	fl	21	5	5	174	-1	-1	-1
1 Cave	fl	21	2	2	175	-1	-1	-1
1 Cave	fl	21	6	6	175	-1	-1	-1
1 Cave	fl	21			173	-1	-1	-1
1 Cave	fl	21	4	4	173	-1	-1	-1
1 Cave	fl	21	3	3	176	-1	-1	-1
1 Cave	fl	21	7	7	176	-1	-1	-1
1 Cave	fl	1	4	4	146	-1	-1	-1
1 Cave	fl	1	6	6	146	-1	-1	-1
1 Cave	fl	1	12	12	146	-1	-1	-1
1 Cave	fl	1	14	14	146	-1	-1	-1
1 Cave	fl	1	16	16	146	-1	-1	-1
1 Cave	fl	1	34	34	146	-1	-1	-1
1 Cave	fl	1	1	1	147	-1	-1	-1
1 Cave	fl	1	5	5	147	-1	-1	-1
1 Cave	fl	1	7	7	147	-1	-1	-1
1 Cave	fl	1	13	13	147	-1	-1	-1
1 Cave	fl	1	15	15	147	-1	-1	-1
1 Cave	fl	1	17	17	147	-1	-1	-1
1 Cave	fl	1	18	19	149	-1	-1	-1
1 Cave	fl	1	22	23	149	-1	-1	-1
1 Cave	fl	1	30	30	149	-1	-1	-1
1 Cave	fl	1	33	33	149	-1	-1	-1
1 Cave	fl	1	2	2	150	-1	-1	-1
1 Cave	fl	1	24	25	150	-1	-1	-1
1 Cave	fl	1	28	29	150	-1	-1	-1
1 Cave	fl	1	31	31	150	-1	-1	-1
1 Cave	fl	1	10	10	151	-1	-1	-1
1 Cave	fl	1	8	8	152	-1	-1	-1
1 Cave	fl	1	11	11	153	-1	-1	-1
1 Cave	fl	1	9	9	154	-1	-1	-1
1 Cave	fl	1	20	20	157	-1	-1	-1
1 Cave	fl	1	21	21	158	-1	-1	-1
1 Cave	fl	1	26	26	155	-1	-1	-1
1 Cave	fl	1	27	27	156	-1	-1	-1
1 Cave	fl	1			159	-1	-1	-1
1 Cave	fl	1	3	3	160	-1	-1	-1
1 Cave	fl	1	32	32	161	-1	-1	-1
1 Cave	fl	1	35	35	162	-1	-1	-1
1 Cave	fl	1	39	39	163	-1	-1	-1
1 Cave	fl	1	37	37	164	-1	-1	-1
1 Cave	fl	1	38	38	124	-1	-1	-1
1 Cave	fl	1	36	36	124	-1	-1	-1
1 Cave	fl	1	42	42	166	-1	-1	-1
1 Cave	fl	1	43	43	167	-1	-1	-1
1 Cave	fl	1	40	41	124	-1	-1	-1
1 Cave	fl	4			177	-1	-1	-1
1 Cave	fl	4	1	1	178	-1	-1	-1
1 Cave	fl	4	2	2	179	-1	-1	-1
1 Cave	fl	4	3	3	180	-1	-1	-1
1 Tristram	fl		47	47	303	-1	-1	-1
1 Tristram	wr	1		6	20	38	-1	-1
1 Tristram	wl	1		10	21	39	-1	-1
1 Tristram	wtlr	1			24	-1	-1	-1
1 Tristram	wtll	1			24	-1	-1	-1
1 Tristram	wbr	1			25	-1	-1	-1
1 Tristram	wtr	1			23	-1	-1	-1
1 Tristram	wbl	1			22	-1	-1	-1
1 Tristram	wr	4		4	20	38	-1	-1
1 Tristram	wl	4		2	21	39	-1	-1
1 Tristram	wtlr	4			24	-1	-1	-1
1 Tristram	wtll	4			24	-1	-1	-1
1 Tristram	wbr	4			25	-1	-1	-1
1 Tristram	wtr	4			23	-1	-1	-1
1 Tristram	wbl	4			22	-1	-1	-1
1 Tristram	wr	5		2	20	38	-1	-1
1 Tristram	wl	5		8	21	39	-1	-1
1 Tristram	wtlr	5			24	-1	-1	-1
1 Tristram	wtll	5			24	-1	-1	-1
1 Tristram	wbr	5			25	-1	-1	-1
1 Tristram	wtr	5			23	-1	-1	-1
1 Tristram	wbl	5			22	-1	-1	-1
1 Tristram	wr	6		7	20	38	-1	-1
1 Tristram	wl	6	4	6	21	39	-1	-1
1 Tristram	wtlr	6			24	-1	-1	-1
1 Tristram	wtll	6			24	-1	-1	-1
1 Tristram	wbr	6			25	-1	-1	-1
1 Tristram	wtr	6			23	-1	-1	-1
1 Tristram	wbl	6			22	-1	-1	-1
1 Tristram	co	6	4	4	90	-1	-1	-1
1 Tristram	wr	7		5	20	38	-1	-1
1 Tristram	wl	7		4	21	39	-1	-1
1 Tristram	wtlr	7		2	24	-1	-1	-1
1 Tristram	wtll	7		1	24	-1	-1	-1
1 Tristram	wbr	7		1	25	-1	-1	-1
1 Tristram	wtr	7			23	-1	-1	-1
1 Tristram	wbl	7			22	-1	-1	-1
1 Tristram	wr	10		7	20	38	-1	-1
1 Tristram	wl	10	4	6	21	39	-1	-1
1 Tristram	wtlr	10			24	-1	-1	-1
1 Tristram	wtll	10			24	-1	-1	-1
1 Tristram	wbr	10			25	-1	-1	-1
1 Tristram	wtr	10			23	-1	-1	-1
1 Tristram	wbl	10			22	-1	-1	-1
1 Tristram	co	10	4	4	90	-1	-1	-1
1 Tristram	fl	2	4	7	4	-1	-1	-1
1 Tristram	fl	2	8	11	6	7	8	-1
1 Tristram	fl	2	12	15		1	2	3
1 Tristram	fl	2	16	19	4	-1	-1	-1
1 Tristram	fl	2	20	24	6	7	8	-1
1 Tristram	fl	3		3		1	2	3
1 Tristram	fl	3	4	7	5	-1	-1	-1
1 Tristram	fl	3	8	11		1	2	3
1 Tristram	fl	3	12	15	5	-1	-1	-1
1 Tristram	wr	2		3	11	12	-1	-1
1 Tristram	wr	2	4	4	18	-1	-1	-1
1 Tristram	wl	2		3	13	14	-1	-1
1 Tristram	wl	2	4	4	17	-1	-1	-1
1 Tristram	wtr	2		4	13	14	-1	-1
1 Tristram	wtlr	2		4	16	-1	-1	-1
1 Tristram	wtll	2		4	16	-1	-1	-1
1 Tristram	wbl	2		4	11	12	-1	-1
1 Tristram	wr	2	14	23	11	12	-1	-1
1 Tristram	wl	2	14	23	13	14	-1	-1
1 Cathedral	wr		-1	-1	20	38	-1	-1
1 Cathedral	wl		-1	-1	21	39	-1	-1
1 Cathedral	wtlr		-1	-1	24	-1	-1	-1
1 Cathedral	wtll		-1	-1	24	-1	-1	-1
1 Cathedral	wbr		-1	-1	25	-1	-1	-1
1 Cathedral	wtr		-1	-1	23	-1	-1	-1
1 Cathedral	wbl		-1	-1	22	-1	-1	-1
1 Cathedral	wrd				26	-1	-1	-1
1 Cathedral	wrd		1	1	27	-1	-1	-1
1 Cathedral	wld		1	1	28	-1	-1	-1
1 Cathedral	wld				29	-1	-1	-1
1 Cathedral	wre		1	1	30	-1	-1	-1
1 Cathedral	wre		3	3	31	-1	-1	-1
1 Cathedral	wle				32	-1	-1	-1
1 Cathedral	wle		2	2	33	-1	-1	-1
1 Cathedral	co				25	-1	-1	-1
1 Cathedral	fl	5	6	6	118	-1	-1	-1
1 Cathedral	fl	5	8	8	118	-1	-1	-1
1 Cathedral	wr	1		3	20	38	-1	-1
1 Cathedral	wl	1	-1	-1	21	39	-1	-1
1 Cathedral	wtlr	1	-1	-1	24	-1	-1	-1
1 Cathedral	wtll	1	-1	-1	24	-1	-1	-1
1 Cathedral	wbr	1	-1	-1	25	-1	-1	-1
1 Cathedral	wtr	1	-1	-1	23	-1	-1	-1
1 Cathedral	wbl	1	-1	-1	22	-1	-1	-1
1 Cathedral	wrd	1	2	2	34	-1	-1	-1
1 Cathedral	wld	1	2	2	35	-1	-1	-1
1 Cathedral	wld	1			28	-1	-1	-1
1 Cathedral	wld	1	1	1	29	-1	-1	-1
1 Cathedral	wre	1			30	-1	-1	-1
1 Cathedral	wre	1	1	1	31	-1	-1	-1
1 Cathedral	fl	4	28	28	307	-1	-1	-1
1 Cathedral	wr	4	-1	-1	20	38	-1	-1
1 Cathedral	wl	4	-1	-1	21	39	-1	-1
1 Cathedral	wtlr	4	-1	-1	24	-1	-1	-1
1 Cathedral	wtll	4	-1	-1	24	-1	-1	-1
1 Cathedral	wbr	4	-1	-1	25	-1	-1	-1
1 Cathedral	wtr	4	-1	-1	23	-1	-1	-1
1 Cathedral	wbl	4	-1	-1	22	-1	-1	-1
1 Cathedral	wrd	4	2	2	20	-1	-1	-1
1 Cathedral	wrd	4	5	5	26	-1	-1	-1
1 Cathedral	wrd	4	4	4	20	-1	-1	-1
1 Cathedral	wrd	4	3	3	27	-1	-1	-1
1 Cathedral	wr	14	-1	-1	20	38	-1	-1
1 Cathedral	wl	14	-1	-1	21	39	-1	-1
1 Cathedral	wtlr	14	-1	-1	24	-1	-1	-1
1 Cathedral	wtll	14	-1	-1	24	-1	-1	-1
1 Cathedral	wbr	14	-1	-1	25	-1	-1	-1
1 Cathedral	wtr	14	-1	-1	23	-1	-1	-1
1 Cathedral	wbl	14	-1	-1	22	-1	-1	-1
1 Monestary	fl		1	46		1	2	3
1 Monestary	wr	1	-1	-1	20	38	-1	-1
1 Monestary	wl	1	-1	-1	21	39	-1	-1
1 Monestary	wtlr	1	-1	-1	24	-1	-1	-1
1 Monestary	wtll	1	-1	-1	24	-1	-1	-1
1 Monestary	wbr	1	-1	-1	25	-1	-1	-1
1 Monestary	wtr	1	-1	-1	23	-1	-1	-1
1 Monestary	wbl	1	-1	-1	22	-1	-1	-1
1 Monestary	wrd	1			20	-1	-1	-1
1 Monestary	wrd	1	1	1	34	-1	-1	-1
1 Monestary	wld	1			21	-1	-1	-1
1 Monestary	wld	1	1	1	35	-1	-1	-1
1 Monestary	wr	2		3	11	12	-1	-1
1 Monestary	wr	2	4	4	18	-1	-1	-1
1 Monestary	wl	2		3	13	14	-1	-1
1 Monestary	wl	2	4	4	17	-1	-1	-1
1 Monestary	wtr	2		4	13	14	-1	-1
1 Monestary	wtlr	2		4	16	-1	-1	-1
1 Monestary	wtll	2		4	16	-1	-1	-1
1 Monestary	wbl	2		4	11	12	-1	-1
1 Monestary	wr	4	-1	-1	20	38	-1	-1
1 Monestary	wl	4	-1	-1	21	39	-1	-1
1 Monestary	wtlr	4	-1	-1	24	-1	-1	-1
1 Monestary	wtll	4	-1	-1	24	-1	-1	-1
1 Monestary	wbr	4	-1	-1	25	-1	-1	-1
1 Monestary	wtr	4	-1	-1	23	-1	-1	-1
1 Monestary	wbl	4	-1	-1	22	-1	-1	-1
1 Monestary	wrd	4			27	-1	-1	-1
1 Monestary	wrd	4	1	1	26	-1	-1	-1
1 Monestary	wld	4			28	-1	-1	-1
1 Monestary	wld	4	1	1	29	-1	-1	-1
1 Monestary	wr	6	-1	-1	20	38	-1	-1
1 Monestary	wl	6	-1	-1	21	39	-1	-1
1 Monestary	wtlr	6	-1	-1	24	-1	-1	-1
1 Monestary	wtll	6	-1	-1	24	-1	-1	-1
1 Monestary	wbr	6	-1	-1	25	-1	-1	-1
1 Monestary	wtr	6	-1	-1	23	-1	-1	-1
1 Monestary	wbl	6	-1	-1	22	-1	-1	-1
1 Monestary	wrd	6			30	-1	-1	-1
1 Monestary	wrd	6	1	1	31	-1	-1	-1
1 Monestary	wr	7	-1	-1	20	38	-1	-1
1 Monestary	wl	7	-1	-1	21	39	-1	-1
1 Monestary	wtlr	7	-1	-1	24	-1	-1	-1
1 Monestary	wtll	7	-1	-1	24	-1	-1	-1
1 Monestary	wbr	7	-1	-1	25	-1	-1	-1
1 Monestary	wtr	7	-1	-1	23	-1	-1	-1
1 Monestary	wbl	7	-1	-1	22	-1	-1	-1
1 Monestary	wld	6	1	1	28	-1	-1	-1
1 Monestary	wld	6			29	-1	-1	-1
1 Monestary	wrd	7			27	-1	-1	-1
1 Monestary	wrd	7	1	1	26	-1	-1	-1
1 Monestary	wld	7	1	1	28	-1	-1	-1
1 Monestary	wld	7			29	-1	-1	-1
1 Monestary	wre	6	1	1	30	-1	-1	-1
1 Monestary	wre	6	3	3	31	-1	-1	-1
1 Monestary	wre	6			32	-1	-1	-1
1 Monestary	wre	6	2	2	33	-1	-1	-1
1 Monestary	wre	7	1	1	30	-1	-1	-1
1 Monestary	wre	7	3	3	31	-1	-1	-1
1 Monestary	wre	7			32	-1	-1	-1
1 Monestary	wre	7	2	2	33	-1	-1	-1
2 Town	fl	26	4	4	257	258	259	-1
2 Town	fl	26	9	9	257	258	259	-1
2 Town	fl	26	17	17	257	258	259	-1
2 Town	fl	26	20	20	257	258	259	-1
2 Town	fl	26	33	33	257	258	259	-1
2 Town	fl	26	41	41	257	258	259	-1
2 Town	fl	26	44	44	257	258	259	-1
2 Town	fl	27	5	5	257	258	259	-1
2 Town	fl	27	7	7	257	258	259	-1
2 Town	fl	27	14	14	257	258	259	-1
2 Town	fl	27	19	19	257	258	259	-1
2 Town	fl	27	23	23	257	258	259	-1
2 Town	fl	27	33	33	257	258	259	-1
2 Town	fl	27	37	37	257	258	259	-1
2 Town	fl	27	45	45	257	258	259	-1
2 Town	fl	27	48	48	257	258	259	-1
2 Town	fl	28	6	6	257	258	259	-1
2 Town	fl	28	10	10	257	258	259	-1
2 Town	fl	28	13	13	257	258	259	-1
2 Town	fl	28	16	16	257	258	259	-1
2 Town	fl	28	23	23	257	258	259	-1
2 Town	fl	28	28	28	257	258	259	-1
2 Town	fl	28	36	36	257	258	259	-1
2 Town	fl	28	39	39	257	258	259	-1
2 Town	fl	28	45	45	257	258	259	-1
2 Town	fl	28	50	50	257	258	259	-1
2 Town	fl	28	57	57	257	258	259	-1
2 Harem	wr		5	5	113	-1	-1	-1
2 Harem	wr		4	4	112	-1	-1	-1
2 Harem	wl		5	5	110	-1	-1	-1
2 Harem	wl		4	4	111	-1	-1	-1
2 Harem	wr		-1	-1	100	-1	-1	-1
2 Harem	wl		-1	-1	101	-1	-1	-1
2 Harem	wtlr		-1	-1	104	-1	-1	-1
2 Harem	wtll		-1	-1	104	-1	-1	-1
2 Harem	wbr		-1	-1	105	-1	-1	-1
2 Harem	wtr		-1	-1	103	-1	-1	-1
2 Harem	wbl		-1	-1	102	-1	-1	-1
2 Harem	wre		1	1	109	-1	-1	-1
2 Harem	wre				108	-1	-1	-1
2 Harem	wle				106	-1	-1	-1
2 Harem	wle		1	1	107	-1	-1	-1
2 Harem	wrd		-1	-1	114	-1	-1	-1
2 Harem	wld		-1	-1	115	-1	-1	-1
2 Harem	wr	1	2	2	274	-1	-1	-1
2 Harem	wl	1	2	2	275	-1	-1	-1
2 Harem	wl	1			275	-1	-1	-1
2 Harem	wbl	1			276	-1	-1	-1
2 Harem	wr	1	-1	-1	274	-1	-1	-1
2 Harem	wl	1	-1	-1	275	-1	-1	-1
2 Harem	wtlr	1	-1	-1	278	-1	-1	-1
2 Harem	wtll	1	-1	-1	278	-1	-1	-1
2 Harem	wbr	1	-1	-1	279	-1	-1	-1
2 Harem	wtr	1	-1	-1	277	-1	-1	-1
2 Harem	wbl	1	-1	-1	276	-1	-1	-1
2 Harem	wre	1	1	1	109	-1	-1	-1
2 Harem	wre	1			108	-1	-1	-1
2 Harem	wle	1	1	1	106	-1	-1	-1
2 Harem	wle	1			107	-1	-1	-1
2 Harem	wrd	1	-1	-1	274	-1	-1	-1
2 Harem	wld	1	-1	-1	275	-1	-1	-1
2 Harem	wl	2	4	4	101	-1	-1	-1
2 Harem	wl	2	3	3	106	-1	-1	-1
2 Harem	wl	2	2	2	107	-1	-1	-1
2 Harem	wl	2		1	101	-1	-1	-1
2 Harem	wr	3	2	2	274	-1	-1	-1
2 Harem	wl	3	2	2	275	-1	-1	-1
2 Harem	wbl	3	1	1	102	-1	-1	-1
2 Harem	wbl	3	2	2	102	-1	-1	-1
2 Harem	wtll	3	1	1	104	-1	-1	-1
2 Harem	co	3			105	-1	-1	-1
2 Harem	wr	3			100	-1	-1	-1
2 Harem	wl	3			101	-1	-1	-1
2 Harem	wtlr	3			104	-1	-1	-1
2 Harem	wtll	3			104	-1	-1	-1
2 Harem	wtll	3	2	2	104	-1	-1	-1
2 Harem	wbr	3			105	-1	-1	-1
2 Harem	wtr	3			103	-1	-1	-1
2 Harem	wbl	3			102	-1	-1	-1
2 Harem	wrd	3			114	-1	-1	-1
2 Harem	wld	3			115	-1	-1	-1
2 Harem	wr	3	1	1	274	-1	-1	-1
2 Harem	wl	3	1	1	275	-1	-1	-1
2 Harem	wtlr	3	1	1	104	-1	-1	-1
2 Harem	wtll	3	1	1	104	-1	-1	-1
2 Harem	wbr	3	1	1	105	-1	-1	-1
2 Harem	wtr	3	1	1	103	-1	-1	-1
2 Harem	wbl	3	1	1	102	-1	-1	-1
2 Harem	wr	4	-1	-1	100	-1	-1	-1
2 Harem	wl	4	-1	-1	101	-1	-1	-1
2 Harem	wtlr	4	-1	-1	104	-1	-1	-1
2 Harem	wtll	4	-1	-1	104	-1	-1	-1
2 Harem	wbr	4	-1	-1	105	-1	-1	-1
2 Harem	wtr	4	-1	-1	103	-1	-1	-1
2 Harem	wbl	4	-1	-1	102	-1	-1	-1
2 Harem	wrd	4	-1	-1	114	-1	-1	-1
2 Harem	wld	4	-1	-1	115	-1	-1	-1
2 Harem	fl	21			93	-1	-1	-1
2 Harem	fl	21	1	1	94	-1	-1	-1
2 Harem	fl	21	2	2	95	-1	-1	-1
2 Harem	fl	21	3	3	96	-1	-1	-1
2 Harem	fl	22			41	-1	-1	-1
2 Harem	fl	22	1	1	42	-1	-1	-1
2 Harem	fl	22	2	2	40	-1	-1	-1
2 Harem	fl	22	3	3	43	-1	-1	-1
2 Harem	fl	23			93	-1	-1	-1
2 Harem	fl	23	1	1	94	-1	-1	-1
2 Harem	fl	23	2	2	95	-1	-1	-1
2 Harem	fl	23	3	3	96	-1	-1	-1
2 Harem	fl	24			97	-1	-1	-1
2 Harem	fl	24	1	1	98	-1	-1	-1
2 Harem	wtr	33	33	33	103	-1	-1	-1
2 Basement	fl		7	7	307	-1	-1	-1
2 Basement	wr		-1	-1	20	-1	-1	-1
2 Basement	wl		-1	-1	21	-1	-1	-1
2 Basement	wtlr		-1	-1	24	-1	-1	-1
2 Basement	wtll		-1	-1	24	-1	-1	-1
2 Basement	wbr		-1	-1	25	-1	-1	-1
2 Basement	wtr		-1	-1	23	-1	-1	-1
2 Basement	wbl		-1	-1	22	-1	-1	-1
2 Basement	wrd		-1	-1	34	-1	-1	-1
2 Basement	wld		-1	-1	35	-1	-1	-1
2 Basement	wre				36	-1	-1	-1
2 Basement	wle				37	-1	-1	-1
2 Basement	wr	1	-1	-1	20	-1	-1	-1
2 Basement	wl	1	-1	-1	21	-1	-1	-1
2 Basement	wtlr	1	-1	-1	24	-1	-1	-1
2 Basement	wtll	1	-1	-1	24	-1	-1	-1
2 Basement	wbr	1	-1	-1	25	-1	-1	-1
2 Basement	wtr	1	-1	-1	23	-1	-1	-1
2 Basement	wbl	1	-1	-1	22	-1	-1	-1
2 Basement	wrd	1	-1	-1	34	-1	-1	-1
2 Basement	wld	1	-1	-1	35	-1	-1	-1
2 Basement	wre	1			36	-1	-1	-1
2 Basement	wle	1			37	-1	-1	-1
2 Basement	wr	2	-1	-1	480	-1	-1	-1
2 Basement	wl	2	-1	-1	481	-1	-1	-1
2 Basement	wtlr	2	-1	-1	484	-1	-1	-1
2 Basement	wtll	2	-1	-1	484	-1	-1	-1
2 Basement	wbr	2	-1	-1	25	-1	-1	-1
2 Basement	wtr	2	-1	-1	483	-1	-1	-1
2 Basement	wbl	2	-1	-1	482	-1	-1	-1
2 Basement	wrd	2	-1	-1	34	-1	-1	-1
2 Basement	wld	2	-1	-1	35	-1	-1	-1
2 Basement	wr	3	-1	-1	480	-1	-1	-1
2 Basement	wl	3	-1	-1	481	-1	-1	-1
2 Basement	wtlr	3	-1	-1	484	-1	-1	-1
2 Basement	wtll	3	-1	-1	484	-1	-1	-1
2 Basement	wbr	3	-1	-1	25	-1	-1	-1
2 Basement	wtr	3	-1	-1	483	-1	-1	-1
2 Basement	wbl	3	-1	-1	482	-1	-1	-1
2 Basement	wrd	3	-1	-1	34	-1	-1	-1
2 Basement	wld	3	-1	-1	35	-1	-1	-1
2 Basement	wr	4	-1	-1	20	-1	-1	-1
2 Basement	wl	4	-1	-1	21	-1	-1	-1
2 Basement	wtlr	4	-1	-1	24	-1	-1	-1
2 Basement	wtll	4	-1	-1	24	-1	-1	-1
2 Basement	wbr	4	-1	-1	25	-1	-1	-1
2 Basement	wtr	4	-1	-1	23	-1	-1	-1
2 Basement	wbl	4	-1	-1	22	-1	-1	-1
2 Basement	wrd	4	-1	-1	34	-1	-1	-1
2 Basement	wld	4	-1	-1	35	-1	-1	-1
2 Basement	wr	5	-1	-1	20	-1	-1	-1
2 Basement	wl	5	-1	-1	21	-1	-1	-1
2 Basement	wtlr	5	-1	-1	24	-1	-1	-1
2 Basement	wtll	5	-1	-1	24	-1	-1	-1
2 Basement	wbr	5	-1	-1	25	-1	-1	-1
2 Basement	wtr	5	-1	-1	23	-1	-1	-1
2 Basement	wbl	5	-1	-1	22	-1	-1	-1
2 Basement	wrd	5	-1	-1	34	-1	-1	-1
2 Basement	wld	5	-1	-1	35	-1	-1	-1
2 Basement	fl	5			93	-1	-1	-1
2 Basement	fl	5	1	1	94	-1	-1	-1
2 Basement	fl	5	2	2	95	-1	-1	-1
2 Basement	fl	5	3	3	96	-1	-1	-1
2 Basement	co	5			25	-1	-1	-1
2 Basement	wr	6	-1	-1	20	-1	-1	-1
2 Basement	wl	6	-1	-1	21	-1	-1	-1
2 Basement	wtlr	6	-1	-1	24	-1	-1	-1
2 Basement	wtll	6	-1	-1	24	-1	-1	-1
2 Basement	wbr	6	-1	-1	25	-1	-1	-1
2 Basement	wtr	6	-1	-1	23	-1	-1	-1
2 Basement	wbl	6	-1	-1	22	-1	-1	-1
2 Basement	wrd	6	-1	-1	34	-1	-1	-1
2 Basement	wld	6	-1	-1	35	-1	-1	-1
2 Basement	wr	7	-1	-1	20	-1	-1	-1
2 Basement	wl	7	-1	-1	21	-1	-1	-1
2 Basement	wtlr	7	-1	-1	488	-1	-1	-1
2 Basement	wtll	7			487	-1	-1	-1
2 Basement	wtll	7	1	-1	24	-1	-1	-1
2 Basement	wbr	7	-1	-1	25	-1	-1	-1
2 Basement	wtr	7	-1	-1	23	-1	-1	-1
2 Basement	wbl	7	-1	-1	22	-1	-1	-1
2 Basement	wrd	7	-1	-1	34	-1	-1	-1
2 Basement	wld	7	-1	-1	35	-1	-1	-1
2 Basement	wr	8	-1	-1	20	-1	-1	-1
2 Basement	wl	8	-1	-1	21	-1	-1	-1
2 Basement	wtlr	8	-1	-1	24	-1	-1	-1
2 Basement	wtll	8	-1	-1	24	-1	-1	-1
2 Basement	wbr	8	-1	-1	25	-1	-1	-1
2 Basement	wtr	8	-1	-1	23	-1	-1	-1
2 Basement	wbl	8	-1	-1	22	-1	-1	-1
2 Basement	wrd	8	-1	-1	34	-1	-1	-1
2 Basement	wld	8	-1	-1	35	-1	-1	-1
2 Basement	wr	9	-1	-1	20	-1	-1	-1
2 Basement	wl	9	-1	-1	21	-1	-1	-1
2 Basement	wtlr	9			488	-1	-1	-1
2 Basement	wtlr	9	1	-1	24	-1	-1	-1
2 Basement	wtll	9	-1	-1	24	-1	-1	-1
2 Basement	wbr	9	-1	-1	25	-1	-1	-1
2 Basement	wtr	9	-1	-1	23	-1	-1	-1
2 Basement	wbl	9	-1	-1	22	-1	-1	-1
2 Basement	wrd	9	-1	-1	34	-1	-1	-1
2 Basement	wld	9	-1	-1	35	-1	-1	-1
2 Basement	wr	10	-1	-1	20	-1	-1	-1
2 Basement	wl	10	-1	-1	21	-1	-1	-1
2 Basement	wtlr	10	-1	-1	24	-1	-1	-1
2 Basement	wtll	10	-1	-1	24	-1	-1	-1
2 Basement	wbr	10	-1	-1	25	-1	-1	-1
2 Basement	wtr	10	-1	-1	23	-1	-1	-1
2 Basement	wbl	10	-1	-1	22	-1	-1	-1
2 Basement	wrd	10	-1	-1	34	-1	-1	-1
2 Basement	wld	10	-1	-1	35	-1	-1	-1
2 Basement	wr	11	-1	-1	20	-1	-1	-1
2 Basement	wl	11	-1	-1	21	-1	-1	-1
2 Basement	wtlr	11	-1	-1	24	-1	-1	-1
2 Basement	wtll	11	-1	-1	24	-1	-1	-1
2 Basement	wbr	11	-1	-1	25	-1	-1	-1
2 Basement	wtr	11	-1	-1	23	-1	-1	-1
2 Basement	wbl	11	-1	-1	22	-1	-1	-1
2 Basement	wrd	11	-1	-1	34	-1	-1	-1
2 Basement	wld	11	-1	-1	35	-1	-1	-1
2 Basement	wr	12	-1	-1	20	-1	-1	-1
2 Basement	wl	12	-1	-1	21	-1	-1	-1
