name	*name	*Laz / status	*Laz / information	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
ba5 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	ba5 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa1 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa1 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa2 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa2 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa3 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa3 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa4 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa4 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa5 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa5 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne1 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne1 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne2 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne2 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne3 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne3 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne4 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne4 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne5 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne5 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
dr6 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	dr6 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
dr7 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	dr7 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
dr8 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	dr8 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
dr9 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	dr9 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
dra 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	dra 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ba6 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	ba6 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ba7 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	ba7 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ba8 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	ba8 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ba9 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	ba9 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
baa 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	baa 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa6 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa6 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa7 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa7 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa8 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa8 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pa9 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pa9 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
paa 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	paa 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne6 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne6 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne7 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne7 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne8 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne8 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ne9 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ne9 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
nea 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	nea 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
drb 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	drb 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
drc 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	drc 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
drd 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	drd 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
dre 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	dre 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
drf 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	494	drf 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
bab 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	bab 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
bac 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	bac 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
bad 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	bad 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
bae 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	bae 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
baf 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	493	baf 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pab 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pab 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pac 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pac 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pad 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pad 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
pae 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	pae 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
paf 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	496	paf 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
neb 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	neb 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
neg 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	neg 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ned 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	ned 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
nee 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	nee 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
nef 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	495	nef 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ktr 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	ktr 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
wrb 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	wrb 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
axf 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	axf 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ces 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	ces 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
clw 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	clw 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
btl 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	btl 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
skr 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	skr 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
9ar 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	9ar 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
9wb 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	9wb 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
9xf 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	9xf 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
9cs 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	9cs 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
9lw 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	9lw 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
9tw 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	9tw 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
9qr 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	9qr 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
7ar 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	7ar 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
7wb 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	7wb 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
7xf 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	7xf 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
7cs 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	7cs 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
7lw 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	7lw 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
7tw 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	7tw 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
7qr 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	492	7qr 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob1 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob1 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob2 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob2 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob3 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob3 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob4 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob4 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob5 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob5 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
am1 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	491	am1 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
am2 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	491	am2 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
am3 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	491	am3 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
am4 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	491	am4 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
am5 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	491	am5 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob6 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob6 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob7 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob7 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
ob8 	Anya Reward Amulet		replaces class-specific rewards			100	1		4					1	650	55000	497	ob8 	amu 	amu	16	1	1	1	1	1	flpamu	invamu				xxx 				0	amul		so205	12	so205			5											-1																		non 	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
